state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AE,169.19,4,169.19,4,0,0
AK,1746.6,32,1746.6,32,0,0
AL,59430.31,66,6876.31,62,52554.0,4
AR,15594.42,126,15594.42,126,0,0
AZ,149453.99,1468,139453.99,1465,10000.0,3
CA,2518072.21,381,77407.19,347,2440665.02,34
CO,31220.0,176,21220.0,174,10000.0,2
CT,60768.92,180,44268.92,178,16500.0,2
DC,269435.01,75,12435.01,65,257000.0,10
DE,5284.42,108,5284.42,108,0,0
FL,844185.82,1977,312762.89,1968,531422.93,9
GA,287580.48,949,147645.58,938,139934.9,11
HI,3264.05,30,2264.05,29,1000.0,1
IA,8296.06,107,6246.06,104,2050.0,3
ID,1009.75,31,1009.75,31,0,0
IL,284107.8,1006,237757.8,1000,46350.0,6
IN,111215.16,754,111215.16,754,0,0
KS,35104.4,230,35104.4,230,0,0
KY,84265.79,461,83765.79,460,500.0,1
LA,10096.38,92,5096.38,89,5000.0,3
MA,289958.65,517,228102.58,512,61856.07,5
MD,115073.64,460,110073.64,458,5000.0,2
ME,1568.14,16,1568.14,16,0,0
MI,184426.48,1088,137719.79,1075,46706.69,13
MN,178010.26,414,161909.27,409,16100.99,5
MO,128278.89,661,126778.89,659,1500.0,2
MS,22033.26,248,20533.26,247,1500.0,1
MT,1578.66,16,828.66,15,750.0,1
NC,191112.85,808,187612.85,804,3500.0,4
ND,5861.4,40,5861.4,40,0,0
NE,112315.16,151,112315.16,151,0,0
NH,35645.44,76,10645.44,74,25000.0,2
NJ,116555.74,876,106055.74,873,10500.0,3
NM,2963.43,41,2963.43,41,0,0
NV,20565.29,267,20565.29,267,0,0
NY,344438.22,2615,306613.22,2602,37825.0,13
OH,96907.01,519,69057.01,512,27850.0,7
OK,470342.83,238,468518.86,236,1823.97,2
OR,33260.9,271,25260.9,269,8000.0,2
PA,424926.88,1638,230727.88,1620,194199.0,18
PR,14462.12,305,14462.12,305,0,0
RI,8223.99,34,8223.99,34,0,0
SC,103017.71,863,102267.71,862,750.0,1
SD,2345.99,17,2345.99,17,0,0
TN,47785.29,432,46035.29,431,1750.0,1
TX,551311.21,3632,463748.21,3615,87563.0,17
UT,8590.95,128,8590.95,128,0,0
VA,132574.69,938,132574.69,938,0,0
VI,289.23,7,289.23,7,0,0
WA,63346.01,378,61007.49,374,2338.52,4
WI,37998.61,108,37998.61,108,0,0
WV,49244.31,215,49244.31,215,0,0
WY,2338.75,43,2338.75,43,0,0
