state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,25963.01,21,25942.51,20,20.5,1
AR,106114.12,204,106114.12,204,0,0
AZ,86191.21,20,569.77,12,85621.44,8
CA,307509.47,58,281.66,6,307227.81,52
CO,107196.41,409,105662.86,405,1533.55,4
CT,29052.69,159,28865.3,155,187.39,4
DC,41339.44,81,41339.44,81,0,0
DE,7515.55,17,7515.55,17,0,0
FL,1130051.74,1424,745984.06,1402,384067.68,22
GA,47179.28,106,46724.23,104,455.05,2
HI,682.62,17,682.62,17,0,0
IA,99106.73,300,99106.73,300,0,0
ID,6122.47,25,6122.47,25,0,0
IL,540868.41,1024,494411.75,1008,46456.66,16
IN,102146.44,487,102146.44,487,0,0
KS,93840.72,203,52806.96,201,41033.76,2
KY,161523.64,361,161523.64,361,0,0
LA,16933.98,38,16872.48,35,61.5,3
MA,128237.55,395,127226.28,390,1011.27,5
MD,167101.61,296,156078.13,292,11023.48,4
ME,14290.55,74,14290.55,74,0,0
MI,467075.2,1236,462991.86,1227,4083.34,9
MN,139684.06,435,120554.08,433,19129.98,2
MO,268594.68,581,267716.25,578,878.43,3
MS,125966.02,310,123776.77,309,2189.25,1
MT,27279.36,138,27279.36,138,0,0
NC,112172.24,377,112172.24,377,0,0
ND,5340.46,14,5340.46,14,0,0
NE,17354.47,89,17354.47,89,0,0
NH,39100.09,117,39100.09,117,0,0
NJ,207240.6,452,206330.97,448,909.63,4
NM,3612.26,19,2862.26,18,750.0,1
NV,75827.51,212,75827.51,212,0,0
NY,538347.09,1339,536102.11,1327,2244.98,12
OH,238555.58,543,234074.58,536,4481.0,7
OK,140218.91,306,140218.91,306,0,0
OR,50339.3,166,49902.02,164,437.28,2
PA,542669.35,1144,355498.85,1091,187170.5,53
PR,6950.69,7,6950.69,7,0,0
RI,5239.78,17,4361.84,13,877.94,4
SC,35906.49,151,35906.49,151,0,0
SD,13313.43,73,13313.43,73,0,0
TN,177194.74,289,177194.74,289,0,0
TX,1222433.13,2013,711393.84,1964,511039.29,49
UT,20164.48,77,20164.48,77,0,0
VA,15200.83,55,8011.58,53,7189.25,2
VT,1684.07,12,1684.07,12,0,0
WA,122595.7,432,122595.7,432,0,0
WI,118876.0,483,115922.03,475,2953.97,8
WV,6683.96,26,6121.25,24,562.71,2
WY,1144.01,9,1144.01,9,0,0
