state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,827.93,7,827.93,7,0,0
AR,2883.23,18,2883.23,18,0,0
AZ,5236.2,14,4205.78,4,1030.42,10
CA,291.21,2,0,0,291.21,2
CO,1677.03,21,1677.03,21,0,0
CT,2572.5,24,1785.9,18,786.6,6
DC,296.08,6,151.68,4,144.4,2
DE,23.0,1,0,0,23.0,1
FL,111305.24,216,111305.24,216,0,0
GA,10863.53,126,10353.42,124,510.11,2
HI,535.12,6,535.12,6,0,0
IA,11430.12,21,10862.87,20,567.25,1
ID,1882.82,14,1882.82,14,0,0
IL,247975.94,103,247975.94,103,0,0
IN,294117.85,228,293955.09,222,162.76,6
KS,7672.47,15,7672.47,15,0,0
KY,26317.78,79,25616.19,75,701.59,4
LA,3422.09,16,2807.82,12,614.27,4
MA,4108011.79,93,64998.64,79,4043013.15,14
MD,97068.34,68,81629.3,65,15439.04,3
MI,155202.03,185,155202.03,185,0,0
MN,149203.01,170,146426.18,155,2776.83,15
MO,25587.34,83,25587.34,83,0,0
MS,2823.69,23,2823.69,23,0,0
MT,22075.65,19,21971.57,17,104.08,2
NC,81747.61,60,80704.94,54,1042.67,6
ND,4131.3,22,4120.33,21,10.97,1
NE,103004.1,10,103004.1,10,0,0
NH,3329.66,33,3329.66,33,0,0
NJ,8088.76,57,7820.92,52,267.84,5
NM,3029.71,16,2822.05,12,207.66,4
NV,28291.08,38,28291.08,38,0,0
NY,770034.3,225,761332.87,205,8701.43,20
OH,885440.44,292,872555.37,269,12885.07,23
OK,643.19,5,643.19,5,0,0
OR,21247.57,36,21247.57,36,0,0
PA,188430.94,183,188430.94,183,0,0
RI,1228.16,12,606.01,8,622.15,4
SC,10395.98,91,10395.98,91,0,0
SD,144.37,7,144.37,7,0,0
TN,45703.2,66,45118.19,63,585.01,3
TX,130682.96,244,129249.39,226,1433.57,18
UT,87066.42,16,86427.98,15,638.44,1
VA,201340.85,83,196799.04,66,4541.81,17
VT,273.91,4,273.91,4,0,0
WA,25486.88,106,21770.85,99,3716.03,7
WI,104445.72,52,103908.52,47,537.2,5
WV,402.03,3,229.02,2,173.01,1
WY,656.5,2,656.5,2,0,0
