state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,103.21,5,103.21,5,0,0
AR,667.26,29,667.26,29,0,0
AZ,7866.77,5,366.77,4,7500.0,1
CA,9540.92,14,1540.92,12,8000.0,2
CO,15536.79,66,15536.79,66,0,0
CT,1747.28,10,1747.28,10,0,0
DC,34600.18,60,34600.18,60,0,0
DE,3128.86,16,3128.86,16,0,0
FL,166633.04,409,160563.04,406,6070.0,3
GA,35837.31,241,35837.31,241,0,0
HI,3104.51,18,3104.51,18,0,0
IA,12666.82,95,12666.82,95,0,0
ID,1301.24,15,1301.24,15,0,0
IL,91357.8,244,91357.8,244,0,0
IN,126480.54,279,126480.54,279,0,0
KS,16108.25,90,16108.25,90,0,0
KY,30235.58,154,30235.58,154,0,0
LA,1590.36,14,1590.36,14,0,0
MA,204592.44,133,129592.44,132,75000.0,1
MD,108772.72,120,92522.72,119,16250.0,1
ME,21.64,1,21.64,1,0,0
MI,29950.68,271,28450.68,270,1500.0,1
MN,98335.3,153,98335.3,153,0,0
MO,57306.61,234,56246.26,233,1060.35,1
MS,4287.48,92,4287.48,92,0,0
MT,301.65,8,301.65,8,0,0
NC,54833.2,87,10167.74,85,44665.46,2
ND,611.76,14,611.76,14,0,0
NE,9370.27,28,6370.27,27,3000.0,1
NH,178.28,6,178.28,6,0,0
NJ,135201.14,101,134801.14,100,400.0,1
NM,1892.08,13,1892.08,13,0,0
NV,4628.08,56,4628.08,56,0,0
NY,342974.27,608,332274.27,606,10700.0,2
OH,124958.22,294,119958.22,293,5000.0,1
OK,46589.52,229,46589.52,229,0,0
OR,53737.92,119,53737.92,119,0,0
PA,56236.0,186,54928.05,184,1307.95,2
PR,150.0,1,150.0,1,0,0
RI,52.8,2,52.8,2,0,0
SC,11184.83,128,11184.83,128,0,0
SD,192.31,10,192.31,10,0,0
TN,72313.17,132,72313.17,132,0,0
TX,225631.94,924,211941.94,923,13690.0,1
UT,190.42,4,190.42,4,0,0
VA,12245.41,44,2579.95,43,9665.46,1
WA,25859.79,79,20859.79,78,5000.0,1
WI,22734.76,84,22734.76,84,0,0
WV,109.44,2,109.44,2,0,0
WY,128.98,6,128.98,6,0,0
