state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AR,445.19,5,445.19,5,0,0
AZ,20622.22,67,18122.22,66,2500.0,1
CA,110834.78,108,24846.61,95,85988.17,13
CO,44.83,1,44.83,1,0,0
CT,4690.34,7,90.34,4,4600.0,3
DC,893.3,7,893.3,7,0,0
FL,121562.29,268,44812.29,264,76750.0,4
GA,24634.48,57,24634.48,57,0,0
HI,360.72,9,360.72,9,0,0
ID,264.42,3,264.42,3,0,0
IL,58430.48,127,14340.32,125,44090.16,2
IN,718.45,22,718.45,22,0,0
KS,63046.65,71,3846.65,69,59200.0,2
KY,10052.27,42,10052.27,42,0,0
LA,64.53,1,64.53,1,0,0
MA,44516.33,71,44016.33,70,500.0,1
MD,3999.13,16,3999.13,16,0,0
MI,80614.32,129,20614.32,127,60000.0,2
MN,12246.11,48,12246.11,48,0,0
MO,53643.65,72,3643.65,71,50000.0,1
MS,20.83,1,20.83,1,0,0
NC,884.99,18,884.99,18,0,0
NE,301.23,14,301.23,14,0,0
NH,162.83,2,162.83,2,0,0
NJ,12580.3,68,7580.3,66,5000.0,2
NM,1933.19,14,1933.19,14,0,0
NV,2221.04,59,2221.04,59,0,0
NY,22936.68,146,18936.68,143,4000.0,3
OH,50759.18,135,46451.18,133,4308.0,2
OK,33561.07,107,33561.07,107,0,0
OR,51668.69,32,1668.69,31,50000.0,1
PA,97327.16,294,94827.16,293,2500.0,1
RI,13.88,1,13.88,1,0,0
SC,7295.87,18,7295.87,18,0,0
SD,172.2,6,172.2,6,0,0
TN,4465.45,34,3765.45,33,700.0,1
TX,176130.08,506,176130.08,506,0,0
UT,105692.13,27,8480.13,26,97212.0,1
VA,12640.42,32,12640.42,32,0,0
VT,55068.59,14,5068.59,13,50000.0,1
WA,19993.05,42,15993.05,38,4000.0,4
WI,4798.34,14,4798.34,14,0,0
WV,2155.92,4,2155.92,4,0,0
