state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,9226.41,11,9226.41,11,0,0
AR,100.5,1,100.5,1,0,0
AZ,3793.6,3,3793.6,3,0,0
CA,20974.79,36,20974.79,36,0,0
CO,1897.3,9,1897.3,9,0,0
CT,616.67,9,616.67,9,0,0
DC,15291.06,9,15291.06,9,0,0
FL,23707.72,19,23707.72,19,0,0
GA,8017.51,40,8017.51,40,0,0
HI,750.0,1,750.0,1,0,0
IA,8741.5,4,8741.5,4,0,0
ID,1550.16,15,1550.16,15,0,0
IL,525.0,5,525.0,5,0,0
IN,1257.93,3,1257.93,3,0,0
KY,1879.45,20,1879.45,20,0,0
LA,127.76,1,127.76,1,0,0
MA,5223.26,28,5223.26,28,0,0
MD,15518.0,13,15518.0,13,0,0
MI,679.8,1,679.8,1,0,0
MN,140.0,1,140.0,1,0,0
MO,129.25,2,129.25,2,0,0
NC,1308.74,10,1308.74,10,0,0
NJ,585.45,19,585.45,19,0,0
NV,328.45,5,328.45,5,0,0
NY,49235.8,28,49235.8,28,0,0
OH,6766.95,27,6766.95,27,0,0
OK,326.5,8,326.5,8,0,0
OR,101.75,6,101.75,6,0,0
PA,2716.67,22,2716.67,22,0,0
PR,93.2,1,93.2,1,0,0
RI,113.0,2,113.0,2,0,0
SC,607.86,7,607.86,7,0,0
TN,3797.15,66,3797.15,66,0,0
TX,20750.89,52,20750.89,52,0,0
WA,1110.5,7,1110.5,7,0,0
WV,1288.5,3,1288.5,3,0,0
