state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
CA,24.52,1,24.52,1,0,0
DC,178.83,5,178.83,5,0,0
DE,30.63,4,30.63,4,0,0
FL,233.69,3,233.69,3,0,0
GA,29.0,1,29.0,1,0,0
LA,88.8,1,88.8,1,0,0
MD,16.98,1,16.98,1,0,0
ME,132.85,3,132.85,3,0,0
NH,7.44,1,7.44,1,0,0
NJ,90.97,2,90.97,2,0,0
NY,1210.01,30,1210.01,30,0,0
OH,169.49,5,169.49,5,0,0
OK,24.52,1,24.52,1,0,0
PA,23.7,1,23.7,1,0,0
RI,20.82,1,20.82,1,0,0
SD,24.52,1,24.52,1,0,0
TX,88.8,1,88.8,1,0,0
VA,68.25,4,68.25,4,0,0
