state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,3683.0,7,3683.0,7,0,0
CA,15355.75,41,15355.75,41,0,0
CO,10.0,1,10.0,1,0,0
DE,22.36,1,22.36,1,0,0
FL,1422.61,19,1422.61,19,0,0
GA,260.41,2,260.41,2,0,0
ID,598.8,6,598.8,6,0,0
IL,20.0,2,20.0,2,0,0
IN,598.8,6,598.8,6,0,0
KS,598.8,6,598.8,6,0,0
KY,2634.53,22,2634.53,22,0,0
LA,3958.4,9,3958.4,9,0,0
MA,1144.0,1,1144.0,1,0,0
MD,8066.35,7,8066.35,7,0,0
MI,608.8,7,608.8,7,0,0
MO,2766.09,26,2766.09,26,0,0
MS,30.69,3,30.69,3,0,0
NE,598.8,6,598.8,6,0,0
NH,29.78,1,29.78,1,0,0
NM,214.05,3,214.05,3,0,0
NV,260.0,2,260.0,2,0,0
NY,485.91,13,485.91,13,0,0
OH,2631.65,26,2631.65,26,0,0
OK,2558.4,21,2558.4,21,0,0
OR,2558.83,27,2558.83,27,0,0
PA,8350.4,23,8350.4,23,0,0
SC,80.22,2,80.22,2,0,0
TN,10.0,1,10.0,1,0,0
TX,2108.61,26,2108.61,26,0,0
VA,1207.6,13,1207.6,13,0,0
WA,24.95,2,24.95,2,0,0
