state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,3000.0,1,0,0,3000.0,1
AR,1558.48,11,558.48,10,1000.0,1
AZ,46.7,1,46.7,1,0,0
CA,31344.19,39,9010.7,26,22333.49,13
CO,2531.05,2,0,0,2531.05,2
CT,5510.3,2,10.3,1,5500.0,1
DE,17.33,1,17.33,1,0,0
FL,5666.32,48,1548.94,36,4117.38,12
GA,3624.94,4,124.94,3,3500.0,1
IA,23008.36,2,0,0,23008.36,2
ID,310.51,4,310.51,4,0,0
IL,11843.86,5,193.86,2,11650.0,3
IN,2786.98,7,185.61,5,2601.37,2
KS,3500.0,1,0,0,3500.0,1
KY,3013.56,2,3013.56,2,0,0
LA,24.18,2,24.18,2,0,0
MA,163.58,1,0,0,163.58,1
MD,10.76,1,10.76,1,0,0
MI,12791.27,68,3291.27,66,9500.0,2
MN,2500.0,1,0,0,2500.0,1
MO,10.59,1,10.59,1,0,0
MS,55.06,2,10.03,1,45.03,1
NC,7820.0,4,7300.0,3,520.0,1
NE,20.67,1,20.67,1,0,0
NJ,6929.82,20,926.89,12,6002.93,8
NM,2500.0,1,0,0,2500.0,1
NV,463.81,7,149.49,2,314.32,5
NY,63561.93,29,14299.19,18,49262.74,11
OH,13032.01,13,291.67,8,12740.34,5
OK,147.83,5,147.83,5,0,0
OR,3984.46,3,1256.67,2,2727.79,1
PA,48065.74,37,2065.74,31,46000.0,6
SC,892.13,4,10.1,1,882.03,3
TN,41.53,3,41.53,3,0,0
TX,3904.26,22,694.41,18,3209.85,4
WA,123.05,5,123.05,5,0,0
WY,13.51,1,13.51,1,0,0
