state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,10.0,1,10.0,1,0,0
AZ,13857.67,10,13857.67,10,0,0
CA,72694.05,38,72694.05,38,0,0
CO,672.31,1,672.31,1,0,0
CT,5636.01,3,5636.01,3,0,0
DC,4226.07,2,4226.07,2,0,0
FL,10311.39,23,10311.39,23,0,0
IA,530.13,3,530.13,3,0,0
ID,18160.73,3,18160.73,3,0,0
IL,7565.32,7,4245.32,6,3320.0,1
IN,5090.79,5,5090.79,5,0,0
KY,16518.67,10,16518.67,10,0,0
MA,72.31,1,72.31,1,0,0
MD,2263.74,2,2263.74,2,0,0
MI,7728.21,13,7728.21,13,0,0
MO,3381.14,32,3381.14,32,0,0
NC,29211.23,11,29211.23,11,0,0
NJ,27.76,1,27.76,1,0,0
NV,2394.28,4,2394.28,4,0,0
NY,2683.65,10,783.65,8,1900.0,2
OH,7514.39,6,6514.39,5,1000.0,1
OK,1900.0,2,0,0,1900.0,2
OR,1188.98,2,1188.98,2,0,0
PA,10154.76,8,10154.76,8,0,0
RI,74.96,2,74.96,2,0,0
SC,1211.18,6,1211.18,6,0,0
TN,4030.77,7,4030.77,7,0,0
TX,4761.47,24,4761.47,24,0,0
VA,914.33,2,914.33,2,0,0
WA,19675.84,30,19675.84,30,0,0
