state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,8882.12,19,8882.12,19,0,0
AR,114654.4,3,0,0,114654.4,3
AZ,358744.74,112,347244.74,110,11500.0,2
CA,274389.35,93,147991.64,77,126397.71,16
CO,36665.56,8,123.76,1,36541.8,7
CT,68464.0,16,59591.64,12,8872.36,4
DC,13631.7,4,11131.7,3,2500.0,1
DE,68703.92,22,68703.92,22,0,0
FL,499166.2,302,465595.25,296,33570.95,6
GA,121689.44,133,121689.44,133,0,0
IA,1702.1,2,202.1,1,1500.0,1
ID,19252.4,48,19252.4,48,0,0
IL,198240.23,158,127212.29,151,71027.94,7
IN,109263.35,66,105868.35,64,3395.0,2
KS,13231.7,15,13231.7,15,0,0
KY,29940.35,49,29940.35,49,0,0
LA,13237.97,18,1452.97,12,11785.0,6
MA,445643.35,282,381630.35,269,64013.0,13
MD,191632.96,69,115507.96,67,76125.0,2
ME,76294.23,20,76294.23,20,0,0
MI,352648.91,133,281240.41,112,71408.5,21
MN,169748.52,86,163122.52,85,6626.0,1
MO,222152.27,110,216652.27,108,5500.0,2
MS,34802.33,22,25327.33,20,9475.0,2
NC,238150.51,148,235650.51,147,2500.0,1
ND,1824.95,7,1824.95,7,0,0
NE,7874.26,15,7874.26,15,0,0
NH,23936.87,66,23936.87,66,0,0
NJ,39372.42,54,34207.42,51,5165.0,3
NM,4000.0,1,4000.0,1,0,0
NV,36343.95,8,36343.95,8,0,0
NY,390765.56,228,261136.94,193,129628.62,35
OH,231081.6,138,179747.4,131,51334.2,7
OK,5247.37,7,2697.37,6,2550.0,1
ON,2174.0,1,2174.0,1,0,0
OR,101624.16,67,95977.77,62,5646.39,5
PA,389592.03,210,317770.03,195,71822.0,15
RI,40986.0,27,40986.0,27,0,0
SC,103368.2,119,103368.2,119,0,0
TN,63391.76,41,63391.76,41,0,0
TX,680397.25,282,641947.25,272,38450.0,10
UT,11341.73,31,11341.73,31,0,0
VA,212314.5,247,181814.5,244,30500.0,3
VT,824.86,2,824.86,2,0,0
WA,328010.44,149,291010.44,147,37000.0,2
WV,53914.04,37,53914.04,37,0,0
WY,96.35,1,96.35,1,0,0
