state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,622.67,8,622.67,8,0,0
AZ,187.76,5,187.76,5,0,0
CA,67858.28,66,67858.28,66,0,0
CT,113.81,2,113.81,2,0,0
DC,245.8,1,245.8,1,0,0
FL,1302.44,26,1302.44,26,0,0
GA,156.45,3,156.45,3,0,0
IL,534.57,3,534.57,3,0,0
IN,106.47,1,106.47,1,0,0
KY,141.34,1,141.34,1,0,0
LA,189.26,1,189.26,1,0,0
MD,43.44,1,43.44,1,0,0
MI,556.95,6,556.95,6,0,0
MO,418.75,2,418.75,2,0,0
MS,3167.88,9,3167.88,9,0,0
NC,75.75,1,75.75,1,0,0
ND,154.75,2,154.75,2,0,0
NH,216.0,1,216.0,1,0,0
NJ,2101.37,15,2101.37,15,0,0
NV,579.35,3,579.35,3,0,0
NY,686.56,4,686.56,4,0,0
OH,64231.05,37,64231.05,37,0,0
OR,53.13,1,53.13,1,0,0
PA,4731.73,7,4731.73,7,0,0
RI,215.46,4,215.46,4,0,0
TX,3203.56,20,3203.56,20,0,0
WA,77.2,1,77.2,1,0,0
WI,20266.26,10,20266.26,10,0,0
