state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AZ,60.0,1,60.0,1,0,0
CO,36.75,1,36.75,1,0,0
FL,1958.79,23,1958.79,23,0,0
IA,35631.57,18,35631.57,18,0,0
ID,148.67,3,148.67,3,0,0
IL,43.15,1,43.15,1,0,0
IN,6555.0,2,6555.0,2,0,0
KS,122.18,1,122.18,1,0,0
MA,2154.32,12,2154.32,12,0,0
MD,34.5,1,34.5,1,0,0
ME,34.5,1,34.5,1,0,0
MI,2585.58,13,2585.58,13,0,0
MN,63.12,1,63.12,1,0,0
MS,11281.41,19,11281.41,19,0,0
NJ,1058.21,7,1058.21,7,0,0
NY,8643.69,22,8643.69,22,0,0
OH,262.84,5,262.84,5,0,0
OK,589.43,6,589.43,6,0,0
PA,1774.54,9,1774.54,9,0,0
RI,182.0,2,182.0,2,0,0
SC,30.97,1,30.97,1,0,0
TX,1924.2,14,1924.2,14,0,0
VA,400.0,4,400.0,4,0,0
WA,34.5,1,34.5,1,0,0
WI,43.15,1,43.15,1,0,0
