state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,9416.62,20,24.35,1,9392.27,19
AR,945.15,15,309.62,9,635.53,6
AZ,115.2,2,0,0,115.2,2
CA,21921.51,34,0,0,21921.51,34
CO,1299.15,6,189.38,2,1109.77,4
CT,763.05,9,147.35,2,615.7,7
DC,53.75,2,0,0,53.75,2
DE,269.73,4,0,0,269.73,4
FL,12678.73,15,148.76,4,12529.97,11
GA,13926.64,18,12429.19,15,1497.45,3
HI,78.38,1,0,0,78.38,1
IA,206.12,4,78.78,3,127.34,1
IL,2736.21,23,567.64,12,2168.57,11
IN,17364.91,58,1393.67,7,15971.24,51
KS,1891.28,13,34.34,3,1856.94,10
KY,2048.17,6,639.73,2,1408.44,4
LA,1536.16,11,0,0,1536.16,11
MA,58454.71,15,56546.8,4,1907.91,11
MD,202989.44,39,202657.53,37,331.91,2
ME,128.48,1,0,0,128.48,1
MI,1400.31,23,574.5,16,825.81,7
MN,18892.42,11,308.04,3,18584.38,8
MO,6693.86,33,598.1,11,6095.76,22
MS,529.5,3,22.95,2,506.55,1
NC,27396.72,28,21829.26,5,5567.46,23
ND,200.0,1,0,0,200.0,1
NE,1520.17,14,278.89,12,1241.28,2
NJ,8511.17,20,6414.84,12,2096.33,8
NM,3490.33,2,0,0,3490.33,2
NV,1516.51,3,99.31,1,1417.2,2
NY,30915.04,86,4149.99,38,26765.05,48
OH,11409.08,31,5282.13,11,6126.95,20
OK,676.03,9,41.79,2,634.24,7
OR,514.09,9,434.89,8,79.2,1
PA,43827.49,68,7107.86,25,36719.63,43
PR,175.34,1,175.34,1,0,0
RI,17200.44,17,16447.32,13,753.12,4
SC,6443.67,12,4763.34,9,1680.33,3
SD,530.87,4,22.51,2,508.36,2
TN,7315.94,25,5185.66,20,2130.28,5
TX,13379.04,76,1965.03,49,11414.01,27
UT,175.34,1,175.34,1,0,0
VA,5747.19,31,255.06,3,5492.13,28
VT,80.84,1,80.84,1,0,0
WA,141.55,3,107.32,2,34.23,1
WI,5452.14,7,5347.13,4,105.01,3
WV,67.59,2,0,0,67.59,2
