state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
,300.0,1,300.0,1,0,0
AK,310.0,2,310.0,2,0,0
AL,50.0,5,50.0,5,0,0
AR,63.4,5,63.4,5,0,0
AZ,1044.38,17,1044.38,17,0,0
CA,27781.88,72,26953.39,71,828.49,1
CO,985.8,11,985.8,11,0,0
CT,537.36,16,537.36,16,0,0
DC,10.0,1,10.0,1,0,0
DE,30.0,3,30.0,3,0,0
FL,2317.18,23,2317.18,23,0,0
GA,990.0,12,990.0,12,0,0
HI,300.0,1,300.0,1,0,0
IA,40.0,4,40.0,4,0,0
ID,10.0,1,10.0,1,0,0
IL,18641.95,35,17891.95,33,750.0,2
IN,235.93,12,235.93,12,0,0
KS,620.0,4,620.0,4,0,0
KY,640.0,6,640.0,6,0,0
LA,57.58,4,57.58,4,0,0
MA,80.0,8,80.0,8,0,0
MD,1665.89,18,1665.89,18,0,0
ME,30.0,3,30.0,3,0,0
MI,6790.74,28,3290.74,26,3500.0,2
MN,5095.97,7,5095.97,7,0,0
MO,1615.75,14,1615.75,14,0,0
MS,337.41,3,337.41,3,0,0
NC,2098.41,15,1183.34,14,915.07,1
ND,620.0,4,620.0,4,0,0
NE,30.0,3,30.0,3,0,0
NH,50.0,5,50.0,5,0,0
NJ,2102.69,28,1488.99,27,613.7,1
NM,10.0,1,10.0,1,0,0
NV,20.0,2,20.0,2,0,0
NY,4268.03,43,4268.03,43,0,0
OH,5586.8,29,1591.63,28,3995.17,1
OK,947.2,7,947.2,7,0,0
OR,4647.53,9,350.0,6,4297.53,3
PA,2620.0,30,2320.0,29,300.0,1
PR,10.0,1,10.0,1,0,0
RI,10.0,1,10.0,1,0,0
SC,405.11,11,405.11,11,0,0
SD,20.0,2,20.0,2,0,0
TX,7130.58,33,1754.69,30,5375.89,3
UT,1960.0,2,1960.0,2,0,0
VA,1062.48,17,1062.48,17,0,0
WA,3625.58,25,3225.58,24,400.0,1
WI,372.5,6,372.5,6,0,0
WV,157.81,10,157.81,10,0,0
