state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,28.68,2,28.68,2,0,0
AL,15000.0,1,0,0,15000.0,1
AZ,1800.0,1,1800.0,1,0,0
CA,115194.13,107,62868.44,78,52325.69,29
CT,15.95,1,15.95,1,0,0
DC,66.98,4,66.98,4,0,0
FL,3342.71,41,2597.71,39,745.0,2
GA,4335.31,5,4335.31,5,0,0
IA,5237.42,2,0,0,5237.42,2
IL,6443.84,13,153.84,11,6290.0,2
KS,16.79,1,16.79,1,0,0
KY,42.33,3,42.33,3,0,0
MA,4770.93,25,291.29,21,4479.64,4
MD,5070.52,43,4400.52,42,670.0,1
MI,4065.67,18,892.94,14,3172.73,4
NC,604.59,4,154.59,3,450.0,1
NE,670.0,1,0,0,670.0,1
NJ,5903.56,3,5233.56,2,670.0,1
NV,16.11,1,16.11,1,0,0
NY,5764.65,19,954.65,17,4810.0,2
OH,2108.08,6,27.78,2,2080.3,4
OK,50.0,1,50.0,1,0,0
OR,700.0,1,0,0,700.0,1
PA,10270.33,19,8930.33,17,1340.0,2
SC,80.78,6,80.78,6,0,0
TN,1609.32,7,134.32,5,1475.0,2
TX,13158.78,71,3199.47,67,9959.31,4
UT,3920.0,2,0,0,3920.0,2
VA,17500.0,1,0,0,17500.0,1
WA,4563.89,4,2713.89,1,1850.0,3
