state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,57.07,4,57.07,4,0,0
AZ,41.52,1,41.52,1,0,0
CA,1407.73,12,1407.73,12,0,0
CT,514.36,3,514.36,3,0,0
FL,772.58,11,772.58,11,0,0
GA,250.4,5,250.4,5,0,0
IA,41.52,1,41.52,1,0,0
IL,57.62,2,57.62,2,0,0
IN,89.64,4,89.64,4,0,0
MA,83.04,2,83.04,2,0,0
MD,539.36,4,539.36,4,0,0
MN,6330.88,5,555.88,4,5775.0,1
MO,574.0,6,574.0,6,0,0
MS,25.86,1,25.86,1,0,0
NC,13249.56,4,13249.56,4,0,0
NJ,57.9,2,57.9,2,0,0
NY,2021.25,8,2021.25,8,0,0
OH,618.84,5,618.84,5,0,0
OK,41.52,1,41.52,1,0,0
PA,41.52,1,41.52,1,0,0
TN,41.52,1,41.52,1,0,0
TX,9389.35,17,9389.35,17,0,0
VA,9003.74,6,9003.74,6,0,0
WI,191.18,3,191.18,3,0,0
