state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,433.07,3,433.07,3,0,0
AL,998.2,7,998.2,7,0,0
AR,358.0,1,0,0,358.0,1
AZ,3612.86,16,3337.86,15,275.0,1
CA,23248.38,43,20336.96,36,2911.42,7
CO,4318.18,31,2192.18,28,2126.0,3
CT,549.58,6,549.58,6,0,0
DC,4302.15,7,4302.15,7,0,0
DE,105.0,1,0,0,105.0,1
FL,3127.57,40,2873.57,38,254.0,2
GA,14963.35,16,13463.35,15,1500.0,1
HI,193.37,3,193.37,3,0,0
IA,14416.07,41,12216.07,39,2200.0,2
ID,488.48,3,488.48,3,0,0
IL,4206.43,28,1951.66,24,2254.77,4
IN,710.87,5,710.87,5,0,0
KS,8261.12,5,0,0,8261.12,5
KY,1163.12,7,1163.12,7,0,0
MA,5965.79,14,298.4,8,5667.39,6
MD,5904.23,14,5904.23,14,0,0
ME,70.63,3,70.63,3,0,0
MI,3280.36,25,1280.36,22,2000.0,3
MN,18.34,1,18.34,1,0,0
MO,8121.89,36,5443.75,31,2678.14,5
MT,137.23,3,65.23,2,72.0,1
NC,5480.43,13,717.2,11,4763.23,2
ND,368.49,3,27.06,1,341.43,2
NE,1143.39,9,1143.39,9,0,0
NJ,15897.55,7,497.55,4,15400.0,3
NM,11.49,1,11.49,1,0,0
NV,62.31,2,62.31,2,0,0
NY,37704.26,59,29649.26,55,8055.0,4
OH,8353.22,18,2233.22,15,6120.0,3
OK,4243.56,31,4243.56,31,0,0
OR,252.92,3,252.92,3,0,0
PA,3489.52,27,1203.24,22,2286.28,5
RI,30.66,2,30.66,2,0,0
SC,778.56,6,178.56,3,600.0,3
SD,52.34,3,52.34,3,0,0
TN,25537.88,28,8669.28,18,16868.6,10
TX,35308.47,74,8856.47,68,26452.0,6
UT,2224.92,7,1347.55,2,877.37,5
VA,1255.75,10,1255.75,10,0,0
WA,6661.84,37,5561.84,36,1100.0,1
WI,593.01,7,593.01,7,0,0
WV,567.78,2,567.78,2,0,0
WY,13.06,1,13.06,1,0,0
