state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,5532.56,223,5532.56,223,0,0
AL,24961.36,714,21197.36,712,3764.0,2
AR,30542.1,469,30542.1,469,0,0
AZ,254948.75,2222,252448.75,2221,2500.0,1
CA,2106995.38,10701,2091245.38,10699,15750.0,2
CO,6271.97,56,3271.97,55,3000.0,1
CT,142017.88,1613,141017.88,1612,1000.0,1
DC,70083.41,309,67183.41,307,2900.0,2
DE,5674.72,103,5674.72,103,0,0
FL,593524.84,6803,580524.84,6802,13000.0,1
GA,290492.41,2231,265492.41,2230,25000.0,1
HI,14889.36,320,14889.36,320,0,0
IA,33745.05,418,32545.05,417,1200.0,1
ID,5477.45,159,5477.45,159,0,0
IL,288191.67,3253,288191.67,3253,0,0
IN,133715.32,1374,133715.32,1374,0,0
KS,30477.53,546,30477.53,546,0,0
KY,158511.71,1663,158511.71,1663,0,0
LA,22563.43,218,22563.43,218,0,0
MA,234374.42,1369,219224.42,1366,15150.0,3
MD,159895.89,1217,159895.89,1217,0,0
ME,1787.4,95,1787.4,95,0,0
MI,628760.5,3295,627760.5,3294,1000.0,1
MN,100700.34,410,95550.34,408,5150.0,2
MO,308766.77,2247,308766.77,2247,0,0
MS,36490.16,502,33490.16,500,3000.0,2
MT,2000.0,1,0,0,2000.0,1
NC,154992.95,2183,149492.95,2180,5500.0,3
ND,5833.69,96,5833.69,96,0,0
NE,25579.12,348,25579.12,348,0,0
NH,5390.27,194,5390.27,194,0,0
NJ,253174.69,2113,247774.69,2110,5400.0,3
NM,14375.92,185,14375.92,185,0,0
NV,101531.02,781,101531.02,781,0,0
NY,3194664.1,9879,1089792.78,9869,2104871.32,10
OH,150391.14,1734,150391.14,1734,0,0
OK,63691.25,1305,53491.25,1303,10200.0,2
OR,252994.78,819,252994.78,819,0,0
PA,386846.77,4454,386846.77,4454,0,0
PR,6290.28,87,6290.28,87,0,0
RI,16556.98,249,16556.98,249,0,0
SC,97451.04,1171,97451.04,1171,0,0
SD,182732.22,205,182732.22,205,0,0
TN,216545.08,1563,142045.08,1560,74500.0,3
TX,782725.94,6628,760925.94,6626,21800.0,2
UT,269551.64,330,9512.15,317,260039.49,13
VA,156349.93,2455,156349.93,2455,0,0
VT,556.8,8,556.8,8,0,0
WA,219126.28,1623,216626.28,1622,2500.0,1
WI,9775.99,117,9775.99,117,0,0
WV,44614.0,266,44614.0,266,0,0
WY,2991.47,53,2991.47,53,0,0
