state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,360.01,14,360.01,14,0,0
AL,984.62,24,984.62,24,0,0
AR,111.21,2,111.21,2,0,0
AZ,1021.06,32,1021.06,32,0,0
CA,36730.65,290,36730.65,290,0,0
CO,244.2,14,244.2,14,0,0
CT,4541.74,38,4541.74,38,0,0
DC,19.21,1,19.21,1,0,0
DE,1424.92,16,1424.92,16,0,0
FL,5212.8,53,5212.8,53,0,0
GA,20368.59,90,20368.59,90,0,0
IA,218.08,2,218.08,2,0,0
ID,134.05,1,134.05,1,0,0
IL,540.1,41,540.1,41,0,0
IN,35350.05,70,35350.05,70,0,0
KS,92.53,6,92.53,6,0,0
KY,3925.98,61,1925.98,60,2000.0,1
LA,431.31,19,431.31,19,0,0
MA,4445.25,58,4445.25,58,0,0
MD,930.53,53,930.53,53,0,0
ME,571.38,32,571.38,32,0,0
MI,10250.68,217,10250.68,217,0,0
MN,110.25,2,110.25,2,0,0
MO,9726.3,191,9726.3,191,0,0
MS,104.15,2,104.15,2,0,0
NC,42155.62,59,3555.62,58,38600.0,1
NE,534.78,33,534.78,33,0,0
NH,6116.85,21,6116.85,21,0,0
NJ,2497.41,105,2497.41,105,0,0
NM,755.59,24,755.59,24,0,0
NV,10263.38,2,10263.38,2,0,0
NY,46018.43,192,41018.43,191,5000.0,1
OH,308.51,18,308.51,18,0,0
OK,368.0,22,368.0,22,0,0
OR,324.37,8,324.37,8,0,0
PA,11566.88,142,11566.88,142,0,0
RI,53.88,4,53.88,4,0,0
SC,6945.26,44,6945.26,44,0,0
SD,15.45,1,15.45,1,0,0
TN,7752.37,111,7752.37,111,0,0
TX,11845.94,142,11845.94,142,0,0
UT,11541.02,36,11541.02,36,0,0
VA,1881.46,25,1881.46,25,0,0
WA,1870.17,30,1870.17,30,0,0
WI,253.58,17,253.58,17,0,0
WV,422.23,15,422.23,15,0,0
WY,30.06,2,30.06,2,0,0
