state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,741.5,42,741.5,42,0,0
AR,119.68,8,119.68,8,0,0
AZ,255.56,15,255.56,15,0,0
CA,2356.01,19,2356.01,19,0,0
CO,314.26,8,314.26,8,0,0
FL,141.43,4,141.43,4,0,0
IL,69.42,5,69.42,5,0,0
IN,102.0,7,102.0,7,0,0
KY,30.0,2,30.0,2,0,0
LA,514.68,24,514.68,24,0,0
MD,46.07,2,46.07,2,0,0
MI,36.0,1,36.0,1,0,0
MS,94.53,4,94.53,4,0,0
NC,19.33,1,19.33,1,0,0
NJ,45347.56,4,45347.56,4,0,0
NY,49634.82,8,49634.82,8,0,0
PA,31.89,2,31.89,2,0,0
SC,53.79,3,53.79,3,0,0
TN,284.9,18,284.9,18,0,0
TX,2052.45,28,2052.45,28,0,0
UT,11.7,1,11.7,1,0,0
WA,39.19,1,39.19,1,0,0
