state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,712.07,50,712.07,50,0,0
AR,2043.8,36,2043.8,36,0,0
AZ,7549.51,98,7549.51,98,0,0
CA,41968.31,152,37218.31,149,4750.0,3
CO,629.59,32,629.59,32,0,0
CT,5144.89,145,5144.89,145,0,0
DC,917.95,26,917.95,26,0,0
DE,477.15,35,477.15,35,0,0
FL,26098.7,1155,26098.7,1155,0,0
GA,15236.63,477,13236.63,476,2000.0,1
HI,19.28,2,19.28,2,0,0
IA,1209.47,51,759.47,50,450.0,1
ID,91.62,9,91.62,9,0,0
IL,20529.84,437,18779.84,435,1750.0,2
IN,5499.11,186,5499.11,186,0,0
KS,2246.87,86,1246.87,85,1000.0,1
KY,2907.2,177,2607.2,176,300.0,1
LA,576.06,54,576.06,54,0,0
MA,8349.7,188,8349.7,188,0,0
MD,3357.42,129,3357.42,129,0,0
ME,179.3,8,179.3,8,0,0
MI,29839.6,571,26089.6,569,3750.0,2
MN,2111.17,36,671.17,34,1440.0,2
MO,5877.56,298,4127.56,297,1750.0,1
MS,2478.38,210,2478.38,210,0,0
MT,5639.92,14,5639.92,14,0,0
NC,5152.23,218,3152.23,217,2000.0,1
ND,155.55,15,155.55,15,0,0
NE,1201.19,114,1201.19,114,0,0
NH,368.61,16,368.61,16,0,0
NJ,7776.8,233,4776.8,232,3000.0,1
NM,16.87,1,16.87,1,0,0
NV,11197.82,58,11197.82,58,0,0
NY,40775.8,856,37025.8,854,3750.0,2
OH,5043.87,371,4643.87,369,400.0,2
OK,4960.38,179,4960.38,179,0,0
OR,645.47,56,645.47,56,0,0
PA,30087.44,913,17087.44,910,13000.0,3
PR,1068.37,19,1068.37,19,0,0
RI,4535.68,59,4535.68,59,0,0
SC,2610.48,222,2610.48,222,0,0
SD,596.82,17,96.82,16,500.0,1
TN,6520.35,327,6520.35,327,0,0
TX,62715.53,1654,60215.53,1652,2500.0,2
UT,2552.28,9,552.28,8,2000.0,1
VA,6331.78,393,6331.78,393,0,0
WA,345.04,22,345.04,22,0,0
WI,1229.13,107,1229.13,107,0,0
WV,322.1,10,122.1,9,200.0,1
WY,177.61,16,177.61,16,0,0
