state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,274.93,38,274.93,38,0,0
AR,10.0,1,10.0,1,0,0
AZ,59.8,15,59.8,15,0,0
CA,88.0,4,88.0,4,0,0
FL,302.2,20,302.2,20,0,0
GA,120.0,7,120.0,7,0,0
HI,55.0,2,55.0,2,0,0
IA,20.0,2,20.0,2,0,0
IN,10.0,1,10.0,1,0,0
LA,10.0,1,10.0,1,0,0
MA,98.28,11,98.28,11,0,0
MD,48.0,2,48.0,2,0,0
ME,15.0,1,15.0,1,0,0
MI,153.88,12,153.88,12,0,0
MS,131.55,14,131.55,14,0,0
NC,70.0,3,70.0,3,0,0
NJ,145.0,5,145.0,5,0,0
NY,109.0,6,109.0,6,0,0
OH,21.3,4,21.3,4,0,0
OK,24.0,1,24.0,1,0,0
PA,10.0,1,10.0,1,0,0
TN,24.0,1,24.0,1,0,0
TX,154.0,5,154.0,5,0,0
VA,106.0,4,106.0,4,0,0
