state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AZ,1322.99,3,1322.99,3,0,0
CA,2213.95,6,2213.95,6,0,0
FL,1667.98,4,1667.98,4,0,0
GA,1322.99,3,1322.99,3,0,0
IN,344.99,1,344.99,1,0,0
LA,344.99,1,344.99,1,0,0
MD,1034.97,3,1034.97,3,0,0
MI,833.99,2,833.99,2,0,0
MN,344.99,1,344.99,1,0,0
MO,489.0,1,489.0,1,0,0
MT,833.99,2,833.99,2,0,0
NC,833.99,2,833.99,2,0,0
NJ,344.99,1,344.99,1,0,0
NY,978.0,2,978.0,2,0,0
OH,489.0,1,489.0,1,0,0
OR,833.99,2,833.99,2,0,0
PA,2012.97,5,2012.97,5,0,0
SC,344.99,1,344.99,1,0,0
TX,2012.97,5,2012.97,5,0,0
VA,689.98,2,689.98,2,0,0
WA,489.0,1,489.0,1,0,0
WI,689.98,2,689.98,2,0,0
