state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AR,65.46,1,65.46,1,0,0
AZ,6110.38,5,780.37,3,5330.01,2
CA,5463.81,13,140.38,7,5323.43,6
CT,1610.23,3,0,0,1610.23,3
DC,50.05,2,25.05,1,25.0,1
FL,2781.84,24,2156.36,23,625.48,1
GA,15421.94,6,56.92,4,15365.02,2
IA,53.82,3,53.82,3,0,0
ID,12.44,1,12.44,1,0,0
IL,5754.59,9,701.45,6,5053.14,3
IN,91.26,7,91.26,7,0,0
KS,922.97,3,26.66,1,896.31,2
KY,11.23,1,11.23,1,0,0
LA,95.78,2,0,0,95.78,2
MA,670.37,20,275.75,16,394.62,4
MD,11911.74,2,0,0,11911.74,2
MI,2483.56,33,2431.56,32,52.0,1
MO,69.95,2,0,0,69.95,2
MS,79.02,3,79.02,3,0,0
NC,4106.52,5,32.52,3,4074.0,2
NJ,3031.36,6,1387.52,4,1643.84,2
NM,350.33,2,15.71,1,334.62,1
NV,40.25,2,40.25,2,0,0
NY,399.26,4,0,0,399.26,4
OH,5067.05,17,5067.05,17,0,0
OR,100.95,4,100.95,4,0,0
PA,3584.02,10,3075.06,7,508.96,3
SC,47.46,4,47.46,4,0,0
TN,228.64,5,96.34,4,132.3,1
TX,3175.59,33,1816.02,30,1359.57,3
VA,142.27,1,0,0,142.27,1
WA,18.33,1,18.33,1,0,0
