state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,1134.44,34,1134.44,34,0,0
AR,3530.57,59,2530.57,58,1000.0,1
AZ,842445.25,264,829665.25,263,12780.0,1
CA,25325.67,64,11325.67,61,14000.0,3
CO,1152.26,11,1152.26,11,0,0
CT,85108.71,134,85108.71,134,0,0
DC,8806.13,12,8806.13,12,0,0
DE,108.32,1,108.32,1,0,0
FL,579271.81,573,579271.81,573,0,0
GA,1442624.64,361,1442624.64,361,0,0
HI,256.74,7,256.74,7,0,0
IA,5514.32,67,5514.32,67,0,0
ID,689.61,39,689.61,39,0,0
IL,216569.35,305,210069.35,303,6500.0,2
IN,168506.95,145,168506.95,145,0,0
KS,530.49,6,530.49,6,0,0
KY,1968.0,39,1468.0,38,500.0,1
LA,163.03,5,163.03,5,0,0
MA,56305.13,205,56305.13,205,0,0
MD,13648.07,99,13648.07,99,0,0
ME,1694.35,22,1694.35,22,0,0
MI,32847.37,495,24853.37,494,7994.0,1
MN,904158.43,92,904158.43,92,0,0
MO,1229828.82,177,1229828.82,177,0,0
MS,1485.36,42,1485.36,42,0,0
NC,121981.91,253,121981.91,253,0,0
ND,68.15,1,68.15,1,0,0
NE,2758.01,53,2758.01,53,0,0
NH,69336.89,42,69336.89,42,0,0
NJ,6578.07,96,4578.07,95,2000.0,1
NM,364.33,7,364.33,7,0,0
NV,4316.83,92,4316.83,92,0,0
NY,75551.44,627,52551.44,625,23000.0,2
OH,40034.65,142,39534.65,141,500.0,1
OK,4254.5,121,4254.5,121,0,0
OR,8061.59,127,8061.59,127,0,0
PA,24000.75,118,23750.75,117,250.0,1
PR,1566.46,7,1566.46,7,0,0
SC,3925.71,97,3925.71,97,0,0
SD,491.38,10,491.38,10,0,0
TN,25358.8,134,20358.8,133,5000.0,1
TX,84427.72,669,84427.72,669,0,0
UT,11040.52,20,11040.52,20,0,0
VA,43107.13,275,43107.13,275,0,0
WA,54785.15,189,44785.15,187,10000.0,2
WI,88.42,1,88.42,1,0,0
WV,2321.8,20,2321.8,20,0,0
