state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AR,142.15,1,142.15,1,0,0
AZ,85.47,2,85.47,2,0,0
CO,56.57,3,56.57,3,0,0
FL,47.07,3,47.07,3,0,0
IL,34626.93,18,34626.93,18,0,0
IN,31.07,1,31.07,1,0,0
KY,205.58,4,205.58,4,0,0
LA,61.78,2,61.78,2,0,0
MA,10.25,1,10.25,1,0,0
MD,6358.87,6,6358.87,6,0,0
MO,46.12,1,46.12,1,0,0
NJ,993.19,2,993.19,2,0,0
NV,59.4,2,59.4,2,0,0
NY,2096.83,11,2096.83,11,0,0
OH,49.7,1,49.7,1,0,0
OR,8868.68,10,8868.68,10,0,0
PA,1183.68,8,1183.68,8,0,0
PR,103.25,2,103.25,2,0,0
RI,54.48,1,54.48,1,0,0
SC,57.43,1,57.43,1,0,0
TX,251.99,12,251.99,12,0,0
UT,29.7,1,29.7,1,0,0
VA,79.86,1,79.86,1,0,0
