state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AZ,175.0,1,0,0,175.0,1
CA,700.0,1,0,0,700.0,1
CT,835.92,3,35.92,1,800.0,2
FL,15418.02,25,13418.02,24,2000.0,1
IA,500.0,1,0,0,500.0,1
IL,764.89,4,64.89,2,700.0,2
IN,109.8,7,109.8,7,0,0
KY,515.22,2,15.22,1,500.0,1
LA,151.15,8,151.15,8,0,0
MD,154.34,5,54.34,4,100.0,1
MI,564.64,9,564.64,9,0,0
MN,443.75,3,443.75,3,0,0
MO,34.26,2,34.26,2,0,0
MS,164.78,3,164.78,3,0,0
NC,56.92,4,56.92,4,0,0
ND,450.0,1,0,0,450.0,1
NJ,66.79,4,66.79,4,0,0
NV,44.8,2,44.8,2,0,0
NY,491.68,12,491.68,12,0,0
OH,395.64,18,145.64,17,250.0,1
OK,2868.82,13,2868.82,13,0,0
PA,11906.99,23,11406.99,22,500.0,1
PR,15.91,1,15.91,1,0,0
SC,750.0,1,0,0,750.0,1
TX,760.46,18,360.46,17,400.0,1
VA,16.2,1,16.2,1,0,0
WA,481.51,7,81.51,6,400.0,1
WI,1750.0,1,0,0,1750.0,1
