state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
CA,7534.0,12,7534.0,12,0,0
FL,2927.0,8,2927.0,8,0,0
GA,875.0,3,875.0,3,0,0
IL,1784.0,4,1784.0,4,0,0
KY,67853.62,5,67853.62,5,0,0
MA,450.0,2,450.0,2,0,0
MD,813.0,2,813.0,2,0,0
NC,1316.0,3,1316.0,3,0,0
NH,200.0,1,200.0,1,0,0
NJ,577.0,3,577.0,3,0,0
NY,6828.64,13,6828.64,13,0,0
OH,1367.0,4,1367.0,4,0,0
OR,430.0,3,430.0,3,0,0
PA,1522.0,5,1522.0,5,0,0
RI,126.0,1,126.0,1,0,0
SD,280.0,1,280.0,1,0,0
TN,400.0,1,400.0,1,0,0
TX,2869.0,5,2869.0,5,0,0
VA,742.0,3,742.0,3,0,0
WA,167.0,1,167.0,1,0,0
