state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
CA,100237.36,3,237.36,2,100000.0,1
FL,80914.18,5,789.18,3,80125.0,2
HI,2000.0,1,0,0,2000.0,1
IA,27700.0,7,0,0,27700.0,7
LA,251.38,1,251.38,1,0,0
MD,270.52,1,270.52,1,0,0
MI,4400.0,1,0,0,4400.0,1
NC,5525.62,3,0,0,5525.62,3
NY,115.0,1,115.0,1,0,0
OH,2346.55,15,2346.55,15,0,0
OK,2738.03,3,0,0,2738.03,3
PA,270.52,1,270.52,1,0,0
SC,47.85,3,47.85,3,0,0
TN,518.66,2,518.66,2,0,0
VA,800.0,2,0,0,800.0,2
WV,17112.0,2,0,0,17112.0,2
