state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AZ,668.82,12,668.82,12,0,0
CA,2205.27,96,2205.27,96,0,0
CO,318.13,4,318.13,4,0,0
CT,28.72,1,28.72,1,0,0
DC,26.14,1,26.14,1,0,0
FL,18586.71,16,18586.71,16,0,0
GA,29.63,2,29.63,2,0,0
HI,10.12,1,10.12,1,0,0
IA,492.0,4,492.0,4,0,0
IL,390.73,17,390.73,17,0,0
IN,143.33,8,143.33,8,0,0
KS,13.0,1,13.0,1,0,0
KY,12.64,1,12.64,1,0,0
LA,1253.49,6,1253.49,6,0,0
MA,947.28,21,947.28,21,0,0
MD,71.35,2,71.35,2,0,0
MI,928.18,22,928.18,22,0,0
MO,357.76,4,357.76,4,0,0
MT,23.86,2,23.86,2,0,0
NC,178.85,5,178.85,5,0,0
NH,187.06,3,187.06,3,0,0
NJ,1049.18,32,1049.18,32,0,0
NM,13.66,1,13.66,1,0,0
NV,144.62,3,144.62,3,0,0
NY,1060.86,27,1060.86,27,0,0
OH,37737.2,13,37737.2,13,0,0
OK,188.53,12,188.53,12,0,0
OR,17.31,1,17.31,1,0,0
PA,36.38,1,36.38,1,0,0
RI,35.14,2,35.14,2,0,0
SC,589.45,18,589.45,18,0,0
SD,72.32,2,72.32,2,0,0
TN,50.4,1,50.4,1,0,0
TX,7847.52,59,7847.52,59,0,0
UT,8915.6,6,8915.6,6,0,0
VA,112.8,6,112.8,6,0,0
WA,1679.78,3,1679.78,3,0,0
