state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
,33.73,1,33.73,1,0,0
AL,3474.93,5,3474.93,5,0,0
AZ,3171.37,7,3171.37,7,0,0
CA,57017.1,109,57017.1,109,0,0
CO,3388.8,8,3388.8,8,0,0
CT,1064.51,33,1064.51,33,0,0
FL,20771.56,56,20771.56,56,0,0
GA,114.41,7,114.41,7,0,0
IL,19111.26,20,19111.26,20,0,0
KS,51.19,3,51.19,3,0,0
KY,6792.55,33,6792.55,33,0,0
MD,2734.86,5,2734.86,5,0,0
MI,3924.99,18,3924.99,18,0,0
MN,3073.14,15,3073.14,15,0,0
MO,4479.65,17,4479.65,17,0,0
MT,3780.1,9,3780.1,9,0,0
NC,5359.84,13,5359.84,13,0,0
NE,176.16,5,176.16,5,0,0
NJ,19869.44,22,19869.44,22,0,0
NV,2818.14,3,2818.14,3,0,0
NY,104373.22,75,104373.22,75,0,0
OH,9233.73,21,9233.73,21,0,0
OK,49.77,3,49.77,3,0,0
PA,11978.15,33,11978.15,33,0,0
SC,229.51,6,229.51,6,0,0
TX,26583.64,68,26583.64,68,0,0
WA,10164.48,18,10164.48,18,0,0
WI,253.46,2,253.46,2,0,0
