state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,143.93,2,143.93,2,0,0
CA,230.35,9,230.35,9,0,0
CO,93.42,2,93.42,2,0,0
FL,18829.81,9,18829.81,9,0,0
GA,1692.25,4,1692.25,4,0,0
HI,217.4,2,217.4,2,0,0
IL,22637.2,10,22637.2,10,0,0
IN,29.97,3,29.97,3,0,0
LA,458.84,12,458.84,12,0,0
MA,35970.16,13,35970.16,13,0,0
ME,10408.22,2,10408.22,2,0,0
MI,10959.7,7,10959.7,7,0,0
MN,92.7,1,92.7,1,0,0
MO,890.05,4,890.05,4,0,0
MT,70.71,5,70.71,5,0,0
NC,351.51,5,351.51,5,0,0
ND,58.03,1,58.03,1,0,0
NE,150.67,2,150.67,2,0,0
NV,172.52,3,172.52,3,0,0
NY,628.22,1,628.22,1,0,0
OH,16.65,1,16.65,1,0,0
OK,604.88,23,604.88,23,0,0
OR,520.72,11,520.72,11,0,0
PA,206.8,3,206.8,3,0,0
PR,10000.0,4,10000.0,4,0,0
TN,597.28,5,597.28,5,0,0
TX,4206.29,124,4206.29,124,0,0
VA,408.22,1,408.22,1,0,0
WA,2867.75,9,2867.75,9,0,0
WI,80.42,2,80.42,2,0,0
