state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AZ,3580.3,4,3580.3,4,0,0
CA,21030.43,7,21030.43,7,0,0
CT,6967.5,3,0,0,6967.5,3
FL,22.22,1,22.22,1,0,0
ID,43.28,1,43.28,1,0,0
KY,9.33,1,9.33,1,0,0
MA,7537.5,2,0,0,7537.5,2
MD,1007.43,3,107.43,2,900.0,1
MI,65.02,1,65.02,1,0,0
MO,11.77,1,11.77,1,0,0
MS,32.73,1,32.73,1,0,0
NJ,137.84,6,137.84,6,0,0
NY,215.94,2,215.94,2,0,0
OH,24039.56,5,24039.56,5,0,0
PA,164.73,3,164.73,3,0,0
RI,8000.0,4,8000.0,4,0,0
SC,89.67,1,89.67,1,0,0
TN,50.25,1,50.25,1,0,0
TX,72.34,3,72.34,3,0,0
VA,14.67,1,14.67,1,0,0
WA,22.43,1,22.43,1,0,0
