state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,50.0,2,50.0,2,0,0
CA,7007.32,51,7007.32,51,0,0
CT,15.01,1,15.01,1,0,0
DC,156.65,4,156.65,4,0,0
GA,11.39,1,11.39,1,0,0
HI,224.55,3,224.55,3,0,0
IL,141.0,4,141.0,4,0,0
KY,1344.99,3,1344.99,3,0,0
MA,136.0,2,136.0,2,0,0
MD,232.15,5,232.15,5,0,0
MI,490.2,11,490.2,11,0,0
MO,3500.0,2,3500.0,2,0,0
NC,1080.0,4,1080.0,4,0,0
ND,563.89,4,563.89,4,0,0
NE,12.97,1,12.97,1,0,0
NJ,1077.45,5,1077.45,5,0,0
NY,6690.69,20,6690.69,20,0,0
OH,516.85,8,516.85,8,0,0
PA,596.0,10,596.0,10,0,0
SC,136.0,2,136.0,2,0,0
TX,247.09,5,247.09,5,0,0
VA,216.45,5,216.45,5,0,0
WA,531.75,4,531.75,4,0,0
