state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AZ,500.0,1,500.0,1,0,0
CA,5850.69,26,5850.69,26,0,0
CO,5000.0,1,0,0,5000.0,1
DC,383.0,1,383.0,1,0,0
FL,4050.21,7,4050.21,7,0,0
KY,1222.18,5,1222.18,5,0,0
MA,31.65,3,31.65,3,0,0
MD,2014.42,3,2014.42,3,0,0
MI,6940.64,11,6940.64,11,0,0
MO,284.0,1,284.0,1,0,0
NC,2433.39,5,2433.39,5,0,0
NJ,2151.89,10,1151.89,9,1000.0,1
NY,28698.05,21,28698.05,21,0,0
OH,2302.88,4,2302.88,4,0,0
OR,3194.68,9,3194.68,9,0,0
PA,3000.0,1,3000.0,1,0,0
TX,7125.42,6,7125.42,6,0,0
