state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AZ,522.05,3,522.05,3,0,0
CA,47720.12,5,200.12,2,47520.0,3
CT,641.28,3,641.28,3,0,0
DC,310.76,4,310.76,4,0,0
FL,18437.53,4,197.53,3,18240.0,1
GA,9010.93,2,10.93,1,9000.0,1
IL,35040.0,2,0,0,35040.0,2
KS,6193.51,2,193.51,1,6000.0,1
KY,55.14,1,55.14,1,0,0
MD,169.06,1,169.06,1,0,0
NC,3480.0,1,0,0,3480.0,1
NY,41228.67,31,7388.67,28,33840.0,3
OR,71.84,3,71.84,3,0,0
PA,19378.05,13,4258.05,12,15120.0,1
RI,42000.0,3,0,0,42000.0,3
TN,24.74,1,24.74,1,0,0
TX,20795.98,3,35.98,1,20760.0,2
VA,12611.24,2,11.24,1,12600.0,1
