state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,662.58,9,39.0,3,623.58,6
AR,40.94,3,40.94,3,0,0
AZ,222.66,1,0,0,222.66,1
CA,16553.97,34,16372.02,32,181.95,2
CT,1233.52,10,1233.52,10,0,0
FL,680.78,26,557.57,20,123.21,6
GA,21.19,2,21.19,2,0,0
IA,5136.27,6,5136.27,6,0,0
IL,5369.38,53,5369.38,53,0,0
KS,25.0,1,25.0,1,0,0
LA,529.71,13,354.27,10,175.44,3
MD,11900.19,10,11900.19,10,0,0
MI,292.54,9,197.25,8,95.29,1
MN,195.2,2,195.2,2,0,0
MO,66.44,4,66.44,4,0,0
MS,105.85,3,105.85,3,0,0
NE,202.88,2,202.88,2,0,0
NJ,501.69,3,119.14,2,382.55,1
NV,15.0,1,15.0,1,0,0
NY,1766.91,16,1070.55,13,696.36,3
OH,856.96,9,393.68,4,463.28,5
PA,2018.09,32,1918.85,29,99.24,3
SC,69.0,2,0,0,69.0,2
TN,289.95,11,115.07,5,174.88,6
TX,6820.29,14,6389.42,13,430.87,1
WA,35.21,3,35.21,3,0,0
WI,25.29,1,0,0,25.29,1
WV,42.15,3,42.15,3,0,0
