state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,50.34,1,50.34,1,0,0
AZ,6931.79,9,6931.79,9,0,0
CA,1119.96,15,625.82,9,494.14,6
CT,17.69,1,17.69,1,0,0
DC,22834.49,14,22834.49,14,0,0
FL,8105.62,13,4988.55,8,3117.07,5
IL,54.75,3,54.75,3,0,0
IN,208.21,3,208.21,3,0,0
MA,3450.91,4,3450.91,4,0,0
MI,281.85,5,34.78,2,247.07,3
MS,590.1,1,590.1,1,0,0
NC,17.1,1,17.1,1,0,0
NE,23.38,1,23.38,1,0,0
NJ,247.07,3,0,0,247.07,3
NY,10870.68,10,7870.68,8,3000.0,2
OH,92.92,2,92.92,2,0,0
OK,27.74,1,27.74,1,0,0
PA,71.35,4,71.35,4,0,0
PR,3146.64,2,3146.64,2,0,0
SC,45.39,1,45.39,1,0,0
TX,653.75,10,653.75,10,0,0
WA,169.89,2,169.89,2,0,0
WI,45.62,1,45.62,1,0,0
WV,25.97,1,25.97,1,0,0
