state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,1271.11,9,1271.11,9,0,0
AZ,1475.86,14,1475.86,14,0,0
CA,1112.2,6,1112.2,6,0,0
DC,242.18,1,242.18,1,0,0
DE,644.58,2,644.58,2,0,0
GA,340.93,2,340.93,2,0,0
HI,101.1,1,101.1,1,0,0
IA,107.19,2,107.19,2,0,0
IL,404.74,8,404.74,8,0,0
IN,2414.37,9,2414.37,9,0,0
KS,223.76,3,223.76,3,0,0
KY,1553.27,4,1553.27,4,0,0
MA,2063.81,9,2063.81,9,0,0
MD,126.95,2,126.95,2,0,0
MI,1553.13,7,1553.13,7,0,0
NC,761.87,5,761.87,5,0,0
NJ,1243.97,2,1243.97,2,0,0
NM,770.54,3,770.54,3,0,0
NV,833.76,3,833.76,3,0,0
OH,732.86,2,732.86,2,0,0
OK,150.52,1,150.52,1,0,0
SC,380.33,6,380.33,6,0,0
TN,447.82,1,447.82,1,0,0
TX,555.85,4,555.85,4,0,0
UT,979.17,5,979.17,5,0,0
VA,1626.15,15,1626.15,15,0,0
WA,676.39,2,676.39,2,0,0
WI,692.3,6,692.3,6,0,0
