state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,329.11,5,329.11,5,0,0
AL,24912.79,94,24912.79,94,0,0
AR,3350.1,38,3350.1,38,0,0
AZ,151014.35,895,147514.35,893,3500.0,2
CA,183311.66,709,129811.66,700,53500.0,9
CO,72317.89,277,72317.89,277,0,0
CT,62495.08,170,62495.08,170,0,0
DC,27633.72,55,17633.72,53,10000.0,2
DE,1638.11,15,1638.11,15,0,0
FL,59941.77,424,59941.77,424,0,0
GA,42069.22,337,42069.22,337,0,0
HI,122.5,1,122.5,1,0,0
IA,26593.23,88,25643.23,86,950.0,2
ID,2422.89,40,2422.89,40,0,0
IL,154736.77,489,84235.41,478,70501.36,11
IN,39527.18,316,39527.18,316,0,0
KS,12467.11,90,7467.11,88,5000.0,2
KY,48091.11,218,48091.11,218,0,0
LA,25804.76,164,25804.76,164,0,0
MA,215204.57,478,186815.57,476,28389.0,2
MD,50527.08,318,50527.08,318,0,0
MI,277257.74,950,226780.74,948,50477.0,2
MN,41703.5,174,41703.5,174,0,0
MO,48401.79,239,48401.79,239,0,0
MS,21424.63,192,21424.63,192,0,0
MT,1697.21,14,1697.21,14,0,0
NC,72065.93,265,68565.93,263,3500.0,2
ND,2477.23,11,2477.23,11,0,0
NE,25115.64,123,22615.64,122,2500.0,1
NH,6766.11,28,6766.11,28,0,0
NJ,84454.05,419,69057.45,411,15396.6,8
NM,1092.66,28,1092.66,28,0,0
NV,11559.81,149,11559.81,149,0,0
NY,321000.11,1293,248719.51,1288,72280.6,5
OH,34794.1,165,28274.84,161,6519.26,4
OK,41680.0,347,41680.0,347,0,0
OR,6230.42,49,6230.42,49,0,0
PA,251701.86,1236,230059.36,1226,21642.5,10
PR,1492.57,7,1492.57,7,0,0
RI,419.15,4,419.15,4,0,0
SC,50655.52,383,46305.52,379,4350.0,4
SD,1331.21,10,531.21,9,800.0,1
TN,43273.22,269,37823.22,268,5450.0,1
TX,394937.83,2422,375717.97,2414,19219.86,8
UT,28359.29,19,1109.29,15,27250.0,4
VA,34182.67,250,34182.67,250,0,0
WA,14212.69,76,12583.24,72,1629.45,4
WI,14070.95,82,14070.95,82,0,0
WV,44198.23,225,44198.23,225,0,0
WY,2638.74,7,2638.74,7,0,0
