state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,96.66,10,96.66,10,0,0
AR,60.01,6,60.01,6,0,0
AZ,305.0,46,305.0,46,0,0
CA,924.99,78,924.99,78,0,0
CO,150.0,10,150.0,10,0,0
CT,220.0,17,220.0,17,0,0
DC,16.66,3,16.66,3,0,0
FL,778.34,48,778.34,48,0,0
GA,293.34,18,293.34,18,0,0
IA,132.0,14,132.0,14,0,0
ID,20.0,2,20.0,2,0,0
IL,155.0,14,155.0,14,0,0
IN,630.0,31,630.0,31,0,0
KS,265.0,14,265.0,14,0,0
KY,193.34,18,193.34,18,0,0
LA,170.0,8,170.0,8,0,0
MA,358.35,29,358.35,29,0,0
MD,315.0,28,315.0,28,0,0
ME,80.0,6,80.0,6,0,0
MI,1050.13,74,1050.13,74,0,0
MN,297.0,27,297.0,27,0,0
MO,187.5,16,187.5,16,0,0
NC,230.0,24,230.0,24,0,0
ND,60.0,4,60.0,4,0,0
NE,455.0,37,455.0,37,0,0
NH,60.0,3,60.0,3,0,0
NJ,100.0,10,100.0,10,0,0
NM,20.0,2,20.0,2,0,0
NV,130.0,6,130.0,6,0,0
NY,450.0,32,450.0,32,0,0
OH,705.0,48,705.0,48,0,0
OK,140.0,7,140.0,7,0,0
OR,100.0,9,100.0,9,0,0
PA,370.0,29,370.0,29,0,0
RI,10.0,1,10.0,1,0,0
SC,83.34,6,83.34,6,0,0
SD,117.5,6,117.5,6,0,0
TN,313.34,20,313.34,20,0,0
TX,286.66,24,286.66,24,0,0
UT,5.0,1,5.0,1,0,0
VA,60.0,6,60.0,6,0,0
VT,80.0,8,80.0,8,0,0
WA,200.0,14,200.0,14,0,0
WI,335.0,32,335.0,32,0,0
WV,10.0,1,10.0,1,0,0
