state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AR,32.55,3,32.55,3,0,0
AZ,29.86,2,29.86,2,0,0
CA,2000.0,1,0,0,2000.0,1
CT,131.94,1,0,0,131.94,1
FL,31.31,2,31.31,2,0,0
IL,10293.21,4,672.26,2,9620.95,2
LA,10.83,1,10.83,1,0,0
MI,6265.42,8,5341.93,7,923.49,1
MO,146.07,10,146.07,10,0,0
MS,1500.0,1,0,0,1500.0,1
NV,211.95,3,211.95,3,0,0
OK,157.43,11,157.43,11,0,0
PA,83.34,1,83.34,1,0,0
SC,365.74,2,365.74,2,0,0
SD,65.07,3,65.07,3,0,0
TX,188.87,8,188.87,8,0,0
VA,288.56,1,288.56,1,0,0
WA,354.8,1,354.8,1,0,0
