state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,200.0,1,200.0,1,0,0
AL,764.62,2,14.62,1,750.0,1
AR,4711.59,12,4711.59,12,0,0
AZ,47134.46,120,47134.46,120,0,0
CA,31952.91,301,31952.91,301,0,0
CO,25.8,2,25.8,2,0,0
CT,7241.36,17,7241.36,17,0,0
DC,244.52,5,244.52,5,0,0
DE,13.6,1,13.6,1,0,0
FL,40681.01,242,37681.01,240,3000.0,2
GA,6756.38,45,6756.38,45,0,0
GU,13.17,1,13.17,1,0,0
IA,208.33,4,208.33,4,0,0
ID,21.61,2,21.61,2,0,0
IL,2703.76,46,2703.76,46,0,0
IN,8198.23,44,8198.23,44,0,0
KS,645.14,10,645.14,10,0,0
KY,1343.42,35,1343.42,35,0,0
LA,291.6,7,291.6,7,0,0
MA,49767.75,78,49767.75,78,0,0
MD,46300.81,98,46300.81,98,0,0
ME,200.0,1,200.0,1,0,0
MI,7659.11,59,7659.11,59,0,0
MN,877.06,9,277.06,8,600.0,1
MO,796.13,20,796.13,20,0,0
MS,399.37,34,399.37,34,0,0
NC,4203.04,72,4203.04,72,0,0
ND,5646.95,16,5646.95,16,0,0
NE,805.35,12,805.35,12,0,0
NH,4367.83,11,4367.83,11,0,0
NJ,76667.95,156,76167.95,155,500.0,1
NM,25.24,2,25.24,2,0,0
NV,3461.47,9,3461.47,9,0,0
NY,134588.25,277,109588.25,276,25000.0,1
OH,55615.24,113,55615.24,113,0,0
OK,420.54,7,420.54,7,0,0
OR,3958.74,11,2458.74,10,1500.0,1
PA,21348.12,136,16598.12,134,4750.0,2
PR,47.12,3,47.12,3,0,0
RI,7393.16,22,7393.16,22,0,0
SC,593.17,8,593.17,8,0,0
SD,21303.82,37,21303.82,37,0,0
TN,10180.44,68,10180.44,68,0,0
TX,57400.18,129,45400.18,127,12000.0,2
UT,17.66,1,17.66,1,0,0
VA,11390.89,67,11390.89,67,0,0
VT,12.68,1,12.68,1,0,0
WA,5277.22,54,5277.22,54,0,0
WI,1017.38,2,17.38,1,1000.0,1
WV,5304.79,14,5304.79,14,0,0
WY,15.97,1,15.97,1,0,0
