state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
CA,411535.65,39,0,0,411535.65,39
CO,959.07,7,959.07,7,0,0
CT,18.35,1,0,0,18.35,1
FL,240.46,2,240.46,2,0,0
IL,200.0,1,200.0,1,0,0
IN,68.02,1,68.02,1,0,0
KY,3585.91,28,3585.91,28,0,0
MD,31404.79,37,8311.17,19,23093.62,18
MI,65.74,3,47.39,2,18.35,1
MS,18.35,1,0,0,18.35,1
NC,23440.25,26,23421.9,25,18.35,1
NJ,107.91,1,107.91,1,0,0
NV,2545.56,3,2545.56,3,0,0
NY,658.03,2,658.03,2,0,0
PA,28.29,1,28.29,1,0,0
SC,300.0,1,300.0,1,0,0
TX,9342.44,6,2637.44,5,6705.0,1
WA,706.59,9,706.59,9,0,0
