state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,169.78,4,169.78,4,0,0
AL,11705.39,2,15.91,1,11689.48,1
AR,268.11,3,268.11,3,0,0
AZ,2918.47,6,2918.47,6,0,0
CA,2717.24,76,2717.24,76,0,0
CO,6747.67,5,54.18,4,6693.49,1
CT,4371.61,19,4371.61,19,0,0
DC,77.76,1,77.76,1,0,0
DE,1500.0,1,0,0,1500.0,1
FL,12128.71,32,5435.22,31,6693.49,1
GA,627.7,27,627.7,27,0,0
HI,22.46,1,22.46,1,0,0
IA,46.6,1,46.6,1,0,0
ID,131.4,2,131.4,2,0,0
IL,1277.4,15,1277.4,15,0,0
IN,3350.25,28,3350.25,28,0,0
KS,6882.49,7,189.0,6,6693.49,1
KY,10052.89,13,3359.4,12,6693.49,1
LA,11.27,1,11.27,1,0,0
MA,1511.92,2,1511.92,2,0,0
MI,3689.56,40,3689.56,40,0,0
MN,93.2,2,93.2,2,0,0
MO,11951.59,9,262.11,8,11689.48,1
MS,6730.75,4,37.26,3,6693.49,1
MT,6733.56,4,40.07,3,6693.49,1
NC,7010.44,14,316.95,13,6693.49,1
NJ,11182.01,38,4488.52,37,6693.49,1
NM,57.83,2,57.83,2,0,0
NV,570.79,9,570.79,9,0,0
NY,1843.19,25,1843.19,25,0,0
OH,10260.5,66,3567.01,65,6693.49,1
OK,11918.75,10,109.77,9,11808.98,1
OR,41.88,1,41.88,1,0,0
PA,14189.56,25,802.58,23,13386.98,2
SC,7177.4,32,483.91,31,6693.49,1
SD,6239.24,1,0,0,6239.24,1
TN,10.61,1,10.61,1,0,0
TX,41339.87,51,8661.42,47,32678.45,4
UT,80.5,2,80.5,2,0,0
VA,28586.39,21,3509.93,18,25076.46,3
WA,609.76,12,609.76,12,0,0
WI,12597.98,1,0,0,12597.98,1
