state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AE,88.39,1,88.39,1,0,0
AR,179.65,5,179.65,5,0,0
AZ,125.0,2,125.0,2,0,0
CO,700.0,11,700.0,11,0,0
GA,825.0,11,825.0,11,0,0
ID,50.0,1,50.0,1,0,0
IN,150.0,1,150.0,1,0,0
LA,1254.0,1,1254.0,1,0,0
MD,30.24,1,30.24,1,0,0
MI,500.0,8,500.0,8,0,0
MO,402.09,11,402.09,11,0,0
NC,50.0,1,50.0,1,0,0
NJ,1712.98,7,1712.98,7,0,0
NV,125.0,2,125.0,2,0,0
NY,3849.0,2,3849.0,2,0,0
PA,3699.0,1,3699.0,1,0,0
SC,225.0,4,225.0,4,0,0
TN,572.04,9,572.04,9,0,0
TX,8954.07,7,8954.07,7,0,0
UT,50.0,1,50.0,1,0,0
WA,3196.0,2,3196.0,2,0,0
WY,125.0,2,125.0,2,0,0
