state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,2500.0,1,0,0,2500.0,1
AR,1155.0,1,1155.0,1,0,0
AZ,41638.25,26,11638.25,22,30000.0,4
CA,122799085.03,287,129144.69,205,122669940.34,82
CT,21364.07,27,21364.07,27,0,0
FL,20100.02,44,20100.02,44,0,0
GA,5462.06,20,5462.06,20,0,0
HI,363.24,6,363.24,6,0,0
IL,30778.96,36,10778.96,35,20000.0,1
IN,94.1,1,94.1,1,0,0
KS,1166.38,2,1166.38,2,0,0
KY,447.68,4,447.68,4,0,0
LA,11556.05,4,11556.05,4,0,0
MA,304994.91,79,71373.8,70,233621.11,9
MD,20360.96,36,20360.96,36,0,0
MI,8344.7,17,8344.7,17,0,0
MN,11194.42,14,11194.42,14,0,0
MO,11357.69,25,8357.69,24,3000.0,1
MS,39.55,1,39.55,1,0,0
NC,24666.17,21,24666.17,21,0,0
NE,75.08,1,75.08,1,0,0
NH,1521.89,2,1521.89,2,0,0
NJ,1843.77,15,1843.77,15,0,0
NV,300.32,6,300.32,6,0,0
NY,62291.54,84,60723.54,83,1568.0,1
OH,7168.98,17,7168.98,17,0,0
OK,7075.2,14,6075.2,13,1000.0,1
OR,10570.07,13,10570.07,13,0,0
PA,27134.48,65,27134.48,65,0,0
PR,276.03,18,276.03,18,0,0
RI,7325.07,11,7325.07,11,0,0
SC,3908.39,9,3908.39,9,0,0
SD,71.43,1,71.43,1,0,0
TN,79157.9,30,15205.73,28,63952.17,2
TX,156965.03,108,49465.03,105,107500.0,3
UT,33.08,2,33.08,2,0,0
VA,5343.96,10,5343.96,10,0,0
VT,1111.52,3,1111.52,3,0,0
WA,19920.29,15,4920.29,14,15000.0,1
