state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,21.15,1,21.15,1,0,0
AR,303.85,13,303.85,13,0,0
AZ,333.52,6,333.52,6,0,0
CT,34.0,1,34.0,1,0,0
FL,889.78,14,889.78,14,0,0
IA,1633.26,53,1633.26,53,0,0
IL,143.55,6,143.55,6,0,0
IN,246.3,3,246.3,3,0,0
KS,51.86,1,51.86,1,0,0
KY,154.74,1,154.74,1,0,0
MA,438.46,13,438.46,13,0,0
ME,40.42,1,40.42,1,0,0
MI,2243.31,95,2243.31,95,0,0
MN,594.95,4,594.95,4,0,0
MO,220.53,4,220.53,4,0,0
MS,564.75,1,564.75,1,0,0
NC,59.99,1,59.99,1,0,0
NE,854.02,15,854.02,15,0,0
NH,276.0,7,276.0,7,0,0
NJ,164.97,2,164.97,2,0,0
NM,10.0,1,10.0,1,0,0
NY,34.0,1,34.0,1,0,0
OH,551.12,6,551.12,6,0,0
OK,111.68,7,111.68,7,0,0
RI,34.0,1,34.0,1,0,0
SD,149.7,6,149.7,6,0,0
TN,1658.85,29,1658.85,29,0,0
TX,1923.9,82,1923.9,82,0,0
WI,1532.2,54,1532.2,54,0,0
