state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,232.27,16,232.27,16,0,0
AL,470.38,20,470.38,20,0,0
AR,3269.12,153,3269.12,153,0,0
AZ,149364.37,823,143364.37,820,6000.0,3
CA,1069688.8,3831,995613.8,3821,74075.0,10
CO,186.13,7,186.13,7,0,0
CT,121887.62,875,116387.62,873,5500.0,2
DC,1059.87,39,1059.87,39,0,0
DE,1221.08,53,1221.08,53,0,0
FL,492227.06,2965,491727.06,2964,500.0,1
GA,78193.67,860,78193.67,860,0,0
GU,99.38,1,99.38,1,0,0
HI,1480.8,28,1480.8,28,0,0
IA,101.0,2,101.0,2,0,0
ID,1116.69,42,1116.69,42,0,0
IL,311102.85,1282,299102.85,1277,12000.0,5
IN,41449.47,566,41449.47,566,0,0
KS,33439.07,283,33439.07,283,0,0
KY,65161.47,399,65161.47,399,0,0
LA,2035.75,65,2035.75,65,0,0
MA,167671.51,512,162671.51,511,5000.0,1
MD,88026.71,392,88026.71,392,0,0
ME,513.35,19,513.35,19,0,0
MI,196784.39,1154,196784.39,1154,0,0
MN,55861.78,105,55861.78,105,0,0
MO,186942.11,736,186442.11,735,500.0,1
MS,97063.41,421,97063.41,421,0,0
MT,100.0,1,0,0,100.0,1
NC,219650.03,908,217150.03,907,2500.0,1
ND,791.52,25,791.52,25,0,0
NE,25561.54,133,25561.54,133,0,0
NH,13520.82,35,13520.82,35,0,0
NJ,176833.58,1100,175833.58,1099,1000.0,1
NM,10964.74,64,10964.74,64,0,0
NV,14386.1,220,12886.1,219,1500.0,1
NY,759117.68,2561,759117.68,2561,0,0
OH,155258.52,931,154008.52,929,1250.0,2
OK,21002.24,416,21002.24,416,0,0
OR,13298.21,183,13298.21,183,0,0
PA,342696.21,2224,339896.21,2221,2800.0,3
PR,145.77,3,145.77,3,0,0
RI,3906.67,86,2906.67,84,1000.0,2
SC,79105.9,497,79105.9,497,0,0
SD,457.35,21,457.35,21,0,0
TN,95392.46,746,90592.46,742,4800.0,4
TX,404198.6,2721,398823.6,2716,5375.0,5
UT,7265.49,143,7265.49,143,0,0
VA,69502.89,622,69502.89,622,0,0
WA,61057.56,500,59557.56,499,1500.0,1
WI,787.99,15,787.99,15,0,0
WV,20269.14,177,20269.14,177,0,0
WY,415.52,26,415.52,26,0,0
