state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,266.16,18,266.16,18,0,0
AL,3818.37,58,2818.37,56,1000.0,2
AR,5299.66,56,5299.66,56,0,0
AZ,81598.99,165,78098.99,163,3500.0,2
CA,390250.62,736,186050.62,732,204200.0,4
CO,14526.14,24,14526.14,24,0,0
CT,5135.81,164,5135.81,164,0,0
DC,2704.38,14,2704.38,14,0,0
DE,1697.56,12,1697.56,12,0,0
FL,59739.14,479,59739.14,479,0,0
GA,45229.41,118,45229.41,118,0,0
HI,1328.97,11,1328.97,11,0,0
IA,1288.9,21,988.9,20,300.0,1
ID,99.71,7,99.71,7,0,0
IL,24477.72,137,22477.72,136,2000.0,1
IN,58879.32,123,58879.32,123,0,0
KS,744.51,41,744.51,41,0,0
KY,11065.21,78,11065.21,78,0,0
LA,5292.81,43,5292.81,43,0,0
MA,79407.38,104,79407.38,104,0,0
MD,31356.48,111,31356.48,111,0,0
ME,267.34,4,267.34,4,0,0
MI,86262.55,210,86262.55,210,0,0
MN,30635.63,29,30635.63,29,0,0
MO,28686.75,68,28686.75,68,0,0
MS,15291.87,42,15291.87,42,0,0
MT,150.6,9,150.6,9,0,0
NC,5047.22,93,5047.22,93,0,0
ND,89.47,1,89.47,1,0,0
NE,94.09,4,94.09,4,0,0
NJ,30239.01,271,30239.01,271,0,0
NM,2168.25,14,2168.25,14,0,0
NV,20080.22,370,20080.22,370,0,0
NY,124343.24,302,124343.24,302,0,0
OH,29924.3,95,29924.3,95,0,0
OK,163.31,4,163.31,4,0,0
OR,14612.45,26,14612.45,26,0,0
PA,68536.58,245,65786.58,243,2750.0,2
PR,84.93,1,84.93,1,0,0
RI,689.06,6,189.06,5,500.0,1
SC,19591.94,100,19591.94,100,0,0
SD,7703.17,15,6703.17,14,1000.0,1
TN,21872.32,101,21872.32,101,0,0
TX,122132.35,411,106432.35,402,15700.0,9
UT,101.94,14,101.94,14,0,0
VA,5175.58,69,5175.58,69,0,0
VI,279.54,6,279.54,6,0,0
WA,25174.05,91,23674.05,90,1500.0,1
WI,7674.16,21,6924.16,20,750.0,1
WV,515.92,24,515.92,24,0,0
WY,17.97,1,17.97,1,0,0
