state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AZ,7848.85,22,7848.85,22,0,0
CA,79986.14,93,79986.14,93,0,0
CO,1268.9,12,1268.9,12,0,0
CT,439.88,9,439.88,9,0,0
FL,1452.19,25,1452.19,25,0,0
GA,5459.73,6,5459.73,6,0,0
IL,155.32,3,155.32,3,0,0
KY,215.99,3,215.99,3,0,0
MD,28395.1,22,28395.1,22,0,0
MI,71.89,2,71.89,2,0,0
MN,15224.08,10,15224.08,10,0,0
MO,118.63,4,118.63,4,0,0
NC,480.83,11,480.83,11,0,0
NH,25.82,1,25.82,1,0,0
NJ,744.76,11,744.76,11,0,0
NY,807.14,7,807.14,7,0,0
OR,2400.0,1,2400.0,1,0,0
PA,366.75,8,366.75,8,0,0
SC,181.62,1,181.62,1,0,0
TN,262.12,4,262.12,4,0,0
TX,1327.4,24,1327.4,24,0,0
VA,64.91,1,64.91,1,0,0
WI,12.71,1,12.71,1,0,0
