state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AZ,109297.13,64,66797.13,57,42500.0,7
CA,5265.1,7,5265.1,7,0,0
CT,417.64,3,417.64,3,0,0
FL,1206.31,8,1206.31,8,0,0
GA,1819.17,5,1819.17,5,0,0
MA,27058.82,9,626.74,4,26432.08,5
MD,8865.0,5,8865.0,5,0,0
MI,615.33,2,615.33,2,0,0
MN,44.6,1,44.6,1,0,0
NM,200.0,1,200.0,1,0,0
NY,2339.54,6,2339.54,6,0,0
OK,336.38,2,336.38,2,0,0
OR,62.56,1,62.56,1,0,0
PA,1000.0,5,1000.0,5,0,0
SC,1924.27,12,1924.27,12,0,0
TX,21705.96,11,21705.96,11,0,0
VA,7386.53,6,7386.53,6,0,0
WA,29453.2,7,153.06,5,29300.14,2
WI,39545.0,1,0,0,39545.0,1
