state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AK,45.21,4,45.21,4,0,0
AL,1033.6,14,1033.6,14,0,0
AR,462.24,10,462.24,10,0,0
AZ,3953.14,23,1453.14,22,2500.0,1
CA,84694.75,504,81694.75,502,3000.0,2
CO,2796.13,42,2796.13,42,0,0
CT,3174.09,19,1674.09,18,1500.0,1
DC,5462.85,31,2962.85,30,2500.0,1
DE,2919.56,28,2919.56,28,0,0
FL,46509.08,328,46509.08,328,0,0
GA,159019.23,238,159019.23,238,0,0
IA,15938.57,145,15938.57,145,0,0
IL,44614.77,195,42614.77,194,2000.0,1
IN,28678.11,167,21202.06,165,7476.05,2
KS,155.98,6,155.98,6,0,0
KY,6649.12,87,6349.12,86,300.0,1
LA,10643.86,98,8143.86,97,2500.0,1
MA,29834.09,140,29834.09,140,0,0
MD,14109.78,129,14109.78,129,0,0
ME,13.74,1,13.74,1,0,0
MI,43429.33,218,21579.33,214,21850.0,4
MN,19174.67,106,19174.67,106,0,0
MO,37704.53,126,34204.53,124,3500.0,2
MS,433.18,14,433.18,14,0,0
MT,257.49,3,257.49,3,0,0
NC,17837.5,185,15337.5,183,2500.0,2
ND,46.56,3,46.56,3,0,0
NE,1870.82,34,1870.82,34,0,0
NH,97.22,2,97.22,2,0,0
NJ,26962.14,274,18462.14,271,8500.0,3
NV,1747.1,15,1747.1,15,0,0
NY,84543.36,742,70643.36,736,13900.0,6
OH,21244.48,207,21244.48,207,0,0
OK,22870.8,86,22870.8,86,0,0
OR,488.32,16,488.32,16,0,0
PA,77190.73,462,48990.73,456,28200.0,6
PR,77.11,2,77.11,2,0,0
RI,2492.32,18,2492.32,18,0,0
SC,70713.75,50,1243.75,49,69470.0,1
SD,1305.67,12,1305.67,12,0,0
TN,10682.55,127,10282.55,126,400.0,1
TX,56890.59,405,51390.59,402,5500.0,3
UT,5896.62,11,896.62,10,5000.0,1
VA,21919.2,186,20919.2,185,1000.0,1
WA,5340.01,79,5340.01,79,0,0
WI,41560.16,72,41560.16,72,0,0
WV,1860.32,22,1860.32,22,0,0
