state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,499.65,3,499.65,3,0,0
AZ,362.07,2,362.07,2,0,0
CA,12669.33,18,12669.33,18,0,0
CO,217.8,2,217.8,2,0,0
DE,313.53,4,313.53,4,0,0
FL,10438.97,13,10438.97,13,0,0
GA,159.94,2,159.94,2,0,0
IL,1063.62,13,1063.62,13,0,0
IN,77500.0,2,77500.0,2,0,0
KY,412.71,4,412.71,4,0,0
MA,635.16,2,635.16,2,0,0
MI,831.72,8,831.72,8,0,0
MN,499.65,3,499.65,3,0,0
MO,76211.39,12,76211.39,12,0,0
MS,814.69,7,814.69,7,0,0
NY,23431.34,15,23431.34,15,0,0
OH,7843.36,23,7843.36,23,0,0
OK,166.56,1,166.56,1,0,0
PA,3613.34,10,3613.34,10,0,0
SC,8.53,1,8.53,1,0,0
TX,818.64,8,818.64,8,0,0
VA,499.65,3,499.65,3,0,0
