state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AZ,145465.1,15,145465.1,15,0,0
CA,103805.19,14,103805.19,14,0,0
CO,1566814.31,21,1566814.31,21,0,0
FL,326241.45,17,326241.45,17,0,0
GA,22171.81,14,22171.81,14,0,0
HI,1183.2,10,1183.2,10,0,0
IA,284.48,1,284.48,1,0,0
ID,9.8,1,9.8,1,0,0
IL,81974.21,26,81974.21,26,0,0
IN,1783325.28,17,1783325.28,17,0,0
KY,35180.07,66,35180.07,66,0,0
LA,113.38,2,113.38,2,0,0
MA,411.04,2,411.04,2,0,0
MD,24892.14,3,24892.14,3,0,0
MI,7804.91,23,7804.91,23,0,0
MN,2013.47,30,2013.47,30,0,0
MO,284.48,1,284.48,1,0,0
NC,1230.58,3,1230.58,3,0,0
NE,284.48,1,284.48,1,0,0
NJ,124.25,2,124.25,2,0,0
NM,32.79,1,32.79,1,0,0
NV,82.74,2,82.74,2,0,0
NY,7260.63,24,7260.63,24,0,0
OR,123352.61,14,123352.61,14,0,0
PA,132755.96,15,90418.28,14,42337.68,1
PR,59639.87,45,59639.87,45,0,0
RI,759.35,3,759.35,3,0,0
TN,321507.21,2,321507.21,2,0,0
TX,318696.53,115,318696.53,115,0,0
UT,227.83,1,227.83,1,0,0
VA,59.72,1,59.72,1,0,0
WI,1260.98,21,1260.98,21,0,0
