state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,199.0,1,199.0,1,0,0
AZ,328.17,2,328.17,2,0,0
CA,13717.49,119,13717.49,119,0,0
CO,282.99,3,282.99,3,0,0
FL,7859.13,36,7859.13,36,0,0
GA,59.21,5,59.21,5,0,0
HI,199.0,1,199.0,1,0,0
IA,11.73,2,11.73,2,0,0
IL,3312.23,21,3312.23,21,0,0
IN,813.13,5,813.13,5,0,0
KS,265.28,2,265.28,2,0,0
KY,42.4,3,42.4,3,0,0
LA,801.59,17,801.59,17,0,0
MD,56.56,4,56.56,4,0,0
ME,250.0,1,250.0,1,0,0
MI,1689.25,9,1689.25,9,0,0
MN,1235.33,36,1235.33,36,0,0
MO,1823.24,10,1823.24,10,0,0
MS,199.0,1,199.0,1,0,0
NC,547.7,8,547.7,8,0,0
ND,55.22,5,55.22,5,0,0
NE,95.24,3,95.24,3,0,0
NJ,1238.59,17,1238.59,17,0,0
NV,289.43,3,289.43,3,0,0
NY,15357.26,41,15357.26,41,0,0
OH,2731.49,23,2731.49,23,0,0
OK,222.99,3,222.99,3,0,0
OR,250.0,1,250.0,1,0,0
PA,306.48,5,306.48,5,0,0
RI,10.2,1,10.2,1,0,0
SC,16.58,1,16.58,1,0,0
SD,123.03,9,123.03,9,0,0
TN,25.3,2,25.3,2,0,0
TX,16114.72,140,16114.72,140,0,0
UT,250.0,1,250.0,1,0,0
VA,119.84,3,119.84,3,0,0
WA,199.0,1,199.0,1,0,0
WI,820.71,7,820.71,7,0,0
WV,131.16,3,131.16,3,0,0
