state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AZ,1700.0,2,1700.0,2,0,0
CA,16985.13,2,16985.13,2,0,0
CO,23122.98,9,23122.98,9,0,0
FL,26513.75,4,26513.75,4,0,0
GA,129.08,1,129.08,1,0,0
IL,5420.73,12,5420.73,12,0,0
IN,155.23,3,155.23,3,0,0
LA,100.95,2,100.95,2,0,0
MI,8709.4,2,8709.4,2,0,0
MO,113216.06,3,113216.06,3,0,0
MS,50.77,3,50.77,3,0,0
MT,234.99,1,234.99,1,0,0
NC,465.48,4,465.48,4,0,0
NM,2123.0,2,2123.0,2,0,0
NV,241.5,2,241.5,2,0,0
NY,42.6,1,42.6,1,0,0
PA,10411.1,2,10411.1,2,0,0
SD,31.27,1,31.27,1,0,0
TN,172.21,2,172.21,2,0,0
TX,20281.91,13,20281.91,13,0,0
VA,108050.94,22,108050.94,22,0,0
