state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,35.0,1,35.0,1,0,0
CA,322.41,3,322.41,3,0,0
CT,137.74,4,137.74,4,0,0
DE,152.61,2,152.61,2,0,0
FL,5412.98,7,5412.98,7,0,0
GA,2788.39,5,288.39,4,2500.0,1
IL,13846.51,18,13846.51,18,0,0
IN,6.28,1,6.28,1,0,0
KS,20.25,2,20.25,2,0,0
KY,128.31,1,128.31,1,0,0
MI,170.6,1,170.6,1,0,0
MN,13802.0,5,13802.0,5,0,0
MO,4053.0,4,4053.0,4,0,0
NE,69.18,4,69.18,4,0,0
NJ,18.9,1,18.9,1,0,0
NY,4306.78,9,4306.78,9,0,0
OH,229.9,2,229.9,2,0,0
OK,69.21,4,69.21,4,0,0
PA,4278.08,6,4278.08,6,0,0
SC,147.26,3,147.26,3,0,0
TN,70.0,2,70.0,2,0,0
TX,1052.47,3,1052.47,3,0,0
VA,170.6,1,170.6,1,0,0
WA,1132.94,4,1132.94,4,0,0
