state,dollars,payments,physican_dollars,physican_payments,hospital_dollars,hospital_payments
AL,682.39,8,82.39,6,600.0,2
AP,10.51,1,10.51,1,0,0
AR,295.44,5,295.44,5,0,0
AZ,25864.41,127,18764.41,123,7100.0,4
CA,62866.85,242,38866.85,239,24000.0,3
CO,350.75,8,350.75,8,0,0
CT,1105.4,47,1105.4,47,0,0
DC,9097.84,7,9097.84,7,0,0
DE,128.51,9,128.51,9,0,0
FL,25949.29,212,25599.29,211,350.0,1
GA,75625.32,211,75625.32,211,0,0
IA,2550.26,14,350.26,7,2200.0,7
IL,3148.27,81,3148.27,81,0,0
IN,1427.84,67,1427.84,67,0,0
KS,159.15,6,159.15,6,0,0
KY,1777.08,64,1277.08,63,500.0,1
LA,235.03,6,235.03,6,0,0
MA,18886.06,50,18886.06,50,0,0
MD,9881.86,26,9881.86,26,0,0
ME,72.52,4,72.52,4,0,0
MI,11950.42,78,11950.42,78,0,0
MN,8147.08,21,8147.08,21,0,0
MO,2575.54,44,2075.54,43,500.0,1
MS,3487.77,86,2487.77,85,1000.0,1
MT,19.1,1,19.1,1,0,0
NC,292855.99,106,19370.99,97,273485.0,9
ND,102.86,8,102.86,8,0,0
NE,285.3,21,285.3,21,0,0
NH,25.62,2,25.62,2,0,0
NJ,4294.39,42,1294.39,40,3000.0,2
NM,69.66,5,69.66,5,0,0
NV,318.18,16,318.18,16,0,0
NY,47239.34,221,44739.34,219,2500.0,2
OH,9745.38,111,9745.38,111,0,0
OK,898.67,24,898.67,24,0,0
OR,2246.82,27,2246.82,27,0,0
PA,16887.65,124,16887.65,124,0,0
PR,2786.85,7,286.85,6,2500.0,1
RI,1519.07,11,319.07,9,1200.0,2
SC,3349.14,158,2349.14,157,1000.0,1
SD,753.29,14,253.29,13,500.0,1
TN,974.07,32,974.07,32,0,0
TX,33569.51,178,27819.51,176,5750.0,2
UT,17367.67,24,17367.67,24,0,0
VA,2660.55,36,2660.55,36,0,0
VT,40005.57,39,40005.57,39,0,0
WA,12363.62,31,4363.62,27,8000.0,4
WI,154.73,3,154.73,3,0,0
WV,356.08,19,356.08,19,0,0
WY,182.52,9,182.52,9,0,0
